,text
1480,"b""RT @WhiteHouse: RT to spread the word: We've reduced the deficit by nearly three-fourths under @POTUS \xe2\x86\x92 http://t.co/CCYfrIrLRr http://t.co/\xe2\x80\xa6"""
1481,b'LIVE: President Obama is speaking at a celebration of Hispanic Heritage Month. http://t.co/E1PA8AZUDS'
1482,b'Tune in at 4:45 p.m. ET to watch President Obama speak at an event celebrating Hispanic Heritage Month. http://t.co/GXwTQgKqnG'
1483,b'See where your representatives stand on the basic science of climate change: http://t.co/ElYb0YIG73 #ActOnClimate'
1484,b'Climate change denial is at a record low\xe2\x80\x94just not in Congress. Read more: http://t.co/0sVnLm05NQ #ActOnClimate'
1485,"b""Make your sweet tooth happy\xe2\x80\x94it's #NationalDessertDay. http://t.co/L7GnDIUO3c"""
1486,b'Hundreds of organizers recently gathered in New Mexico to celebrate progress on health care reform. Read more: http://t.co/k89X7zL294'
1487,"b""RT @WhiteHouse: RT if you agree: We can't condemn our kids to a planet that's beyond fixing. http://t.co/xQDERBymp3 #PeoplesClimate\nhttp://\xe2\x80\xa6"""
1488,"b""Another reason why it's so important to #ActOnClimate: http://t.co/XsCMTXEWdT"""
1489,b'Read why @GovEdRendell thinks #TPP will be good for manufacturing and boost products #MadeInAmerica: http://t.co/qJJO4ShVUs'
1490,b'Former Washington Governor Christine Gregoire on why the #TPP will help protect the environment: http://t.co/o6zeYoOKFp'
1491,"b""Expanding Medicaid isn't just practical\xe2\x80\x94it's the right thing to do. http://t.co/RDg6nz8nnF #PeopleOverPolitics"""
1492,b'Repealing #Obamacare is still a bad idea. http://t.co/pBGjtIKc59'
1493,b'Keep the conversation on gun violence going until Congress will #DoSomething about it: http://t.co/A96eAymD37'
1494,"b'""Outdated trade rules put our workers at a disadvantage\xe2\x80\x94and TPP will change that."" \xe2\x80\x94President Obama http://t.co/mrdFZvoETy #TPP'"
1495,"b'In the weekly address, President Obama discusses how the #TPP will put American workers first. http://t.co/mrdFZvoETy'"
1496,b'Wind and solar energy are getting cheaper and cheaper\xe2\x80\x94the #SwitchToClean energy is happening. http://t.co/nzigk15vXp'
1497,b'Add your name to the list of people asking Congress to #DoSomething about gun violence: http://t.co/Ff6P4JyV9Y'
1498,b'Check out how these @OFA volunteers are making a difference on gun violence in their community: http://t.co/0lAwbcKo7D #DoSomething'
1499,"b""Retweet if you agree: It's time for Congress to put politics aside and #DoSomething about gun violence. http://t.co/TaInIBmrhG"""
1500,"b""Our thoughts and prayers are not enough. It's time for Congress to #DoSomething to prevent gun violence tragedies: http://t.co/TMWUhGgsXK"""
1501,"b'""This will not change until the politics change."" \xe2\x80\x94President Obama on gun violence #DoSomething http://t.co/kqz7WIShnh'"
1502,b'Take a look at some of the most important recent stories on gun violence prevention: http://t.co/02cXehbVvi #DoSomething'
1503,"b""Add your name if you agree it's time for Congress to #DoSomething about gun violence in America. http://t.co/ttnwvksW10"""
1504,b'RT @WhiteHouse: Every hardworking American should earn enough money to support their family \xe2\x86\x92 http://t.co/12kdzQvx1i #StartTheConvo http://\xe2\x80\xa6'
1505,b'LIVE: President Obama is speaking at the @WhiteHouse Summit on Worker Voice. http://t.co/Fnr99d1D7q'
1506,b'An @OFA volunteer reflects on the trainings she received\xe2\x80\x94that helped her land her dream job. http://t.co/YABvrFllkR'
1507,"b""RT @WhiteHouse: President Obama's trade deal =\nMore #MadeInAmerica exports abroad.\nMore higher-paying jobs here at home. #TPP https://t.co/\xe2\x80\xa6"""
1508,"b""Stand up for American workers\xe2\x80\x94add your name if you agree it's time to #LeadOnTrade. http://t.co/YBluIYLipw"""
1509,b'The #TPP establishes the highest labor standards of any trade agreement in history. http://t.co/3vqoancyYp'
1510,"b'The more U.S. goods sold abroad, the more higher-paying jobs are supported at home\xe2\x80\x94another reason to #LeadOnTrade: http://t.co/P2Gl6w6R1Z'"
1511,"b'""I refuse to leave our children a planet that\'s beyond their capacity to repair."" \xe2\x80\x94President Obama #OurOcean2015 https://t.co/TfbkHQDDg0'"
1512,"b""Add your name to support the most progressive trade deal in this nation's history: http://t.co/DPx1onQXmm #LeadOnTrade"""
1513,"b'RT @WhiteHouse: ""Environmentalists praise wildlife measures in Trans-Pacific trade pact"" \xe2\x86\x92 http://t.co/8iqgQCfoZZ #TPP http://t.co/mPvsuaRX\xe2\x80\xa6'"
1514,b'Great news: President Obama just secured a trade deal that puts American workers first. http://t.co/lYI3qRClX6 #LeadOnTrade'
1515,"b""Twenty-three years and still going strong. Here's to many more. #HappyAnniversary http://t.co/EdEvqUF0s7"""
1516,"b'""Congress should do its job, stop kicking the can down the road, and pass a serious budget."" \xe2\x80\x94President Obama http://t.co/HsE9QjkfLD'"
1517,"b'In the weekly address, President Obama urges Congress to pass a real budget. http://t.co/HsE9QjkfLD'"
1518,"b""Private-sector jobs have grown for a record-breaking 67 straight months\xe2\x80\x94but there's more to do."""
1519,"b'More than 10,000 people die from gun violence in the U.S. each year\xe2\x80\x94that can change. http://t.co/Oi80sA6qJD http://t.co/iguwO9P5dh'"
1520,"b""Our thoughts and prayers are not enough\xe2\x80\x94it's time to take action. http://t.co/qfEm0j9r3V"""
1521,"b'RT @WhiteHouse: Watch @POTUS speak on the tragic shooting in Roseburg, Oregon. #UCCShooting http://t.co/8sheX2zpFa'"
1522,"b'RT @WhiteHouse: At 6:20pm ET, @POTUS will deliver a statement on the shooting in Oregon \xe2\x86\x92 https://t.co/g3WEdxpHwx #UCCShooting'"
1523,"b""RT @WhiteHouse: RT if you agree: It's time to make community college free for responsible students \xe2\x86\x92 http://t.co/SEGOA421q1\nhttps://t.co/VN\xe2\x80\xa6"""
1524,b'Organizers across the country are working to prevent gun violence\xe2\x80\x94state by state. Read more: http://t.co/DpnWBhEJcc'
1525,b'LAST CALL: Enter for a chance to meet President Obama. http://t.co/0s2pXZGsI0 http://t.co/cbSaQVR4SO'
1526,b'DEADLINE: Tonight. Time to make your move\xe2\x80\x94chip in now. http://t.co/AjKnE79V5V http://t.co/fwz6HYAmqw'
1527,b'This is your chance to meet President Obama. (No joke.) http://t.co/wrjKnubpxY http://t.co/EoSWsROzjY'
1528,b'You and a guest could fly to D.C. and meet the President. Enter now for your chance: http://t.co/k3VB2JxQAg'
1529,b'Give this grassroots movement a lift\xe2\x80\x94become a recurring donor today: http://t.co/90E4s8MZth http://t.co/fFsIi3uHLc'
1530,b'Enter before midnight and you\xe2\x80\x94and your BFF\xe2\x80\x94could meet the President this fall. http://t.co/XjtDaGWXno http://t.co/hRrMiIawHe'
1531,b'Better hurry\xe2\x80\x94the deadline to show your support for this grassroots movement is tonight. http://t.co/n8C7rdD4s0 http://t.co/GHxzFc8rTC'
1532,"b""Want to hear that laugh in person? Throw your name in before tonight's deadline: http://t.co/XZkI1GSUg9 http://t.co/bgzegZCDDU"""
1533,b'Enter now and you could meet President Obama in D.C. this fall: http://t.co/HDxcIuds0r'
1534,b'Coffee: \xe2\x88\x9a\nFall sweater: \xe2\x88\x9a\nMeeting the President: ?\n\nEnter before #NationalCoffeeDay ends: http://t.co/S6F8APNINk http://t.co/6HdX6i20kg'
1535,"b'Chip in to fight for real, lasting change: http://t.co/OKJKKxfDIi http://t.co/qq6zlVWWeG'"
1536,b'Give it your best shot\xe2\x80\x94enter today for your chance to meet the President: http://t.co/jXBu09fx7F http://t.co/VRgaDL2FQu'
1537,"b""In an interview with @RollingStone, President Obama lays out why we need to #ActOnClimate before it's too late. http://t.co/gMyOuzHcNM"""
1538,b'This movement started with grassroots supporters just like you. Help keep it going\xe2\x80\x94chip in $5 or more today: http://t.co/L5qG329kPg'
1539,"b""Watch a #VICEonHBO clip about President Obama's historic visit to a federal prison: http://t.co/rn8up4iCE5"""
1540,"b""Don't miss the chance to meet President Obama this fall\xe2\x80\x94all you have to do is enter: http://t.co/5uTwJE8jiX"""
1541,b'RT @WhiteHouse: Watch @POTUS speak at the @UN General Assembly at 10am ET \xe2\x86\x92 http://t.co/QrXzBhdOjp #UNGA http://t.co/9vdmSOeYe6'
1542,b'Want to be the one walking through that door? Enter the contest now: http://t.co/CZs9v11xTo http://t.co/ip7vt2AyhT'
1543,b'Beat the buzzer\xe2\x80\x94the big fundraising deadline is almost here. http://t.co/LwzgniHTi7 http://t.co/pBOUdYJsTH'
1544,"b""Time's running out\xe2\x80\x94don't miss your chance to meet President Obama. http://t.co/ISoGPzOgjC http://t.co/35VNYcJ173"""
1545,"b""Do you hear that? It's the sound of a big fundraising deadline. Chip in now: http://t.co/P2OKsoqauD http://t.co/HwLOkj1Yu7"""
1546,b'Fall is here\xe2\x80\x94and so is your chance to meet President Obama. Enter now: http://t.co/n4NbQGNFEY http://t.co/WcGg9JgUtI'
1547,"b""Walk the walk\xe2\x80\x94support the team that's fighting for today's important issues. http://t.co/wbVIDVxuR3 http://t.co/l0L3qFHqHe"""
1548,b'Climate change is an issue that cannot be left for future generations\xe2\x80\x94and @pontifex agrees: http://t.co/f9HHt0iOJk #ActOnClimate'
1549,b'You could win a chance to meet President Obama. (Let that sink in.) Enter now: http://t.co/KSgSX9Q2oZ http://t.co/jmYatM9iHS'
1550,"b""Don't cruise past this fundraising deadline. Chip in now: http://t.co/JJdjpc5NsC http://t.co/Hcxby32bBv"""
1551,"b""With less than a week left to avert a shutdown, Congress is wasting time trying to take away women's access to health care. #EnoughAlready"""
1552,b'Change starts with people working together. Read how volunteers in Tucson are organizing to make change a reality: http://t.co/9DZsoYQhQX'
1553,b'Give your #SquadGoals an upgrade\xe2\x80\x94enter now to meet President Obama: http://t.co/YciDxgp2G7 http://t.co/NTGLaTFJvi'
1554,"b""17.6 million Americans covered\xe2\x80\x94that's a number to celebrate: http://t.co/O9RMgldsv0 #Obamacare"""
1555,"b""Watch @Pontifex say why it's so important for everyone to come together to #ActOnClimate. #PopeInDC http://t.co/ouZ0PDWQKt"""
1556,b'Dress to impress\xe2\x80\x94you could win the chance to meet President Obama. Enter now: http://t.co/zBueGYPTHd http://t.co/fAXVkEzVqU'
1557,"b'""Michelle and I extend our wishes for an easy fast to all those observing Yom Kippur."" \xe2\x80\x94President Obama'"
1558,"b'RT @WhiteHouse: \xe2\x80\x9cAs the son of an immigrant, I\xe2\x80\x99m happy to be a guest in this country, which was largely built by such families.\xe2\x80\x9d \xe2\x80\x94@Pontifex\xe2\x80\xa6'"
1559,b'LIVE: Watch as @Pontifex is welcomed to the White House. http://t.co/ZFiuZHzv1c #PopeInDC'
1560,b'Get your camera ready\xe2\x80\x94this is your chance to meet President Obama. Enter now: http://t.co/0oV4SDhmTC http://t.co/RSAOEK6By5'
1561,b'LIVE: President Obama and others are greeting @Pontifex at Joint Base Andrews. http://t.co/zjsmIQ2ZBo'
1562,"b""RT @WhiteHouse: .@Pontifex is coming to the White House.\nHere's what you need to know \xe2\x86\x92 http://t.co/LJG9gY1PiX #PopeInDC http://t.co/XVzxwm\xe2\x80\xa6"""
1563,"b""America doesn't need another shutdown\xe2\x80\x94members of Congress need to do their job and pass a budget. Read more: http://t.co/f3JIAvFN4Y"""
1564,"b""Hope you're ready\xe2\x80\x94fall is here. http://t.co/LpWzq0BmiU"""
1565,b'Read how @OFA volunteers in Tucson are working hard to bring change to their community. http://t.co/oMXhaZuidu'
1566,"b""Climate change is real\xe2\x80\x94and it's time to act. http://t.co/bjIcRhTniI (h/t @washingtonpost) http://t.co/U9HJCLVUGt"""
1567,"b'RT @WhiteHouse: ""If we keep moving forward...my daughters\xe2\x80\x99 children will be able to cross that bridge in an America that\xe2\x80\x99s more free"" http:\xe2\x80\xa6'"
1568,"b'""There\xe2\x80\x99s nothing principled about the idea of another government shutdown."" \xe2\x80\x94President Obama http://t.co/P7dlz9Q0V9'"
1569,"b'In the weekly address, President Obama calls on Congress to stop playing games with our economy and pass a budget. http://t.co/P7dlz9yq3B'"
1570,"b""LIVE: President Obama is speaking at the White House screening of @Vice's documentary on criminal justice reform. http://t.co/yeB7SdvFL4"""
1571,"b'When women are empowered, extraordinary things happen. Read more: http://t.co/rJcgDBNvqY http://t.co/2y4N6lLsn3'"
1572,b'Retweet if you agree. #LeadOnLeave http://t.co/RTPz8Ni0zK'
1573,"b""It's time to #LeadOnLeave\xe2\x80\x94because what's good for workers and families is good for the economy: http://t.co/Venhc8up8h"""
1574,"b""The uninsured rate continues to fall\xe2\x80\x94and that's no accident. Read about how #Obamacare is making a difference: http://t.co/eCHaWdPKam"""
1575,"b'""If you\'re eligible, commit to becoming a citizen today."" \xe2\x80\x94President Obama #ConstitutionDay https://t.co/y899RqDw4m'"
1576,b'Investments in clean energy are boosting the economy\xe2\x80\x94while fighting climate change. #ActOnClimate http://t.co/24j5r1rmAW'
1577,b'States and cities from the U.S. and China are pledging to #ActOnClimate\xe2\x80\x94years earlier than national targets. http://t.co/VCyS0feIHY'
1578,"b'Since President Obama took office, the economy has seen the longest streak of private-sector job growth on record. http://t.co/eQfj7I4Hf7'"
1579,"b""Obamacare is working\xe2\x80\x94and it's lowering the uninsured rate: http://t.co/ai6kVADJIN"""
1580,"b""RT @POTUS: Cool clock, Ahmed. Want to bring it to the White House? We should inspire more kids like you to like science. It's what makes Am\xe2\x80\xa6"""
1581,"b'Since President Obama took office, the deficit has been reduced by more than two-thirds. http://t.co/lpOOBKxN5d'"
1582,b'LIVE: President Obama is speaking with a group of business leaders at the @BizRoundtable. http://t.co/ntXhYFIvWD'
1583,"b""Listen to President Obama's advice on going to college for high school seniors\xe2\x80\x94including his oldest daughter. http://t.co/SvqO4wyZiW"""
1584,"b""RT @WhiteHouse: We've come a long way since the financial crisis.\nTake a look back at the progress we've made: http://t.co/j4gclVBvA4 http:\xe2\x80\xa6"""
1585,b'Be part of the team fighting back against misinformation with facts: http://t.co/icg1JZ1EUE http://t.co/loxbvboLwq'
1586,b'RT @WhiteHouse: \xe2\x80\x9cWe\xe2\x80\x99re giving you some news you can use!\xe2\x80\x9d \xe2\x80\x94@POTUS on the #CollegeScorecard: http://t.co/uSm7RV56Ul http://t.co/op7gPXmztD'
1587,b'LIVE: President Obama is hosting a town hall on college access and affordability with high school students. http://t.co/b9Xi7mmcbr'
1588,b'Tune in at 4:40 p.m. ET to watch President Obama discuss college affordability with high school students in Iowa: http://t.co/D4mKdbJBIf'
1589,"b'""From my family to yours, Shanah Tovah."" \xe2\x80\x94President Obama on #RoshHashanah http://t.co/O4TP1EOQfY'"
1590,"b'""Everyone should be able to find clear, reliable, open data on college affordability and value."" \xe2\x80\x94President Obama http://t.co/rl0d4lYTaQ'"
1591,"b'In the weekly address, President Obama discusses another step in expanding #CollegeOpportunity. http://t.co/rl0d4mguzq'"
1592,"b'RT @WhiteHouse: Watch @POTUS reflect on September 11, 2001. #911Anniversary #AskPOTUS #NeverForget http://t.co/sGgtciBnml'"
1593,"b'""The events of September 11, 2001, left a permanent mark on the spirit of every American."" \xe2\x80\x94President Obama http://t.co/oob3Hc0vmi'"
1594,"b'""This vote is a victory for diplomacy ... and for the safety and security of the world."" \xe2\x80\x94President Obama on the #IranDeal vote'"
1595,b'Retweet if you agree that education should be available to all those willing to work for it. #CollegeOpportunity http://t.co/4HyiqG46mm'
1596,"b'""I want two years of college to be as free and universal as high school is today."" \xe2\x80\x94President Obama http://t.co/bCyIRfknii'"
1597,"b""Progress happens when people fight for it. Join the movement\xe2\x80\x94say you're in: http://t.co/SJBTJ4HLP9 http://t.co/rjGXjzlblf"""
1598,"b'""I believe that working Americans should have the basic security of paid leave."" \xe2\x80\x94President Obama #LeadOnLeave http://t.co/ynIFoRouyj'"
1599,"b""LIVE: President Obama and @DrBiden discuss the administration's plan to expand #CollegeOpportunity. http://t.co/9dgwtJbcyp"""
1600,b'Tune in at 3:40 p.m. ET to watch President Obama and @DrBiden speak in Michigan on expanding #CollegeOpportunity. http://t.co/3Y6tYK6YQH'
1601,b'RT @WhiteHouse: Join the movement to make community college free for anyone willing to work for it: http://t.co/gzvcnH3jbu\nhttps://t.co/IkR\xe2\x80\xa6'
1602,b'Solar energy is heading toward a record-setting year for growth. Find out more: http://t.co/L72GR0YrCp'
1603,"b""Get the facts on one of today's most consequential foreign policy debates: http://t.co/e5DVy50S2l #IranDeal"""
1604,b'The Obama administration is pushing for paid leave and a higher minimum wage at the state and local level. http://t.co/0oW8hN3jar'
1605,b'RT @WhiteHouse: Watch why VP Cheney is just as wrong on the #IranDeal as he was on Iraq \xe2\x86\x92 http://t.co/3PJ1t1gVwu #WrongThenWrongNow https:/\xe2\x80\xa6'
1606,"b""Check out Secretary of State @JohnKerry's op-ed debunking some of the myths surrounding the #IranDeal. http://t.co/dXPXxzhcHI"""
1607,b'The #IranDeal has overwhelming support among leading scientists and non-proliferation experts. http://t.co/BxrK6jldNt'
1608,"b'Today, America celebrates the grit and resilience of working families. Happy #LaborDay. http://t.co/WUEQreifAe'"
1609,"b'Today President Obama is expanding access to paid sick leave for about 300,000 federal workers. http://t.co/SMDmrDJElJ #LeadOnLeave'"
1610,b'LIVE: President Obama is speaking at the Greater Boston Labor Council #LaborDay Breakfast. http://t.co/a1JvqHrazW'
1611,"b'RT @WhiteHouse: Big news: @POTUS is expanding access to paid sick leave for 300,000 workers \xe2\x86\x92 http://t.co/OGSe6YJmxc #LeadOnLeave http://t.\xe2\x80\xa6'"
1612,"b'""Plain and simple, a shutdown would hurt working Americans."" \xe2\x80\x94President Obama http://t.co/lgum3nGBmk'"
1613,"b'In the weekly address, President Obama discusses the need for Congress to pass a budget and avoid a shutdown. http://t.co/lgum3nYcdS'"
1614,"b""It's a beautiful world. Let's fight to protect it. http://t.co/DrBP5VCgr0"""
1615,"b""Go behind the lens with @PeteSouza's photo gallery from President Obama's recent trip to Alaska. http://t.co/cisonNXKnY"""
1616,b'DEADLINE: Today is your last chance to show your support for updated overtime rules. http://t.co/SuhAfiFgRy #FixOvertime'
1617,"b""Higher wages, 173,000 jobs added, and a dropping unemployment rate are all good news\xe2\x80\x94but there's more work to do. http://t.co/ji2mXAJTZd"""
1618,b'RT @WhiteHouse: Good news: The unemployment rate fell to the lowest level since April 2008 last month \xe2\x86\x92 http://t.co/EA4m4Ykvu7 http://t.co/\xe2\x80\xa6'
1619,"b'The economy added 173,000 jobs in August\xe2\x80\x94a record-breaking 66 consecutive months of private-sector job growth.'"
1620,"b""Under the #IranDeal, Iran can't build a secret nuclear weapon. Learn more: http://t.co/ileTwVVRfl"""
1621,b'RT @CNNPolitics: .@POTUS busts a move with Alaskan middle schoolers http://t.co/1DzLfhMDtk  #ObamaAK #Alaska via @KristenhCNN http://t.co/v\xe2\x80\xa6'
1622,"b""Tomorrow is the last day\xe2\x80\x94add your name if you agree it's time to #FixOvertime for millions of middle-class families: http://t.co/PM2jrrjXSG"""
1623,"b""Read why it's crucial to #FixOvertime protections for millions of working families. http://t.co/ojDJfiFBQI"""
1624,"b""Read how the Obama administration is fighting to restore workers' rights for millions of hard-working Americans. http://t.co/d4X2zo2ViJ"""
1625,b'RT @WhiteHouse: Watch @POTUS go behind the camera in Alaska to talk about the impacts of climate change: http://t.co/eAVC9RjeMV\nhttps://t.c\xe2\x80\xa6'
1626,b'President Obama is highlighting the effects of climate climate during his trip to Alaska. Check it out: http://t.co/Skkh8ciLsE'
1627,"b'""Few things can have as negative an impact on our economy as climate change."" \xe2\x80\x94President Obama #ActOnClimate http://t.co/0ifY6Lmvfm'"
1628,"b'\xe2\x80\x9cClimate change is no longer some far-off problem; it is happening here, it is happening now."" \xe2\x80\x94President Obama http://t.co/GpZw8q2DYY'"
1629,"b""Get a behind-the-scenes look at President Obama's trip to Alaska\xe2\x80\x94the front lines in the fight against climate change. http://t.co/w3OHUbZJxX"""
1630,"b""Make your voice heard on updating overtime rules before Friday's deadline: http://t.co/aXrmUzSjRH #FixOvertime http://t.co/iVGfgVV2Ho"""
1631,"b""It's official: Mount McKinley is now Denali. http://t.co/gEBAN1m9Op http://t.co/NdnYDb4YE9"""
1632,b'Read what former U.S. Secretary of State @Madeleine Albright has to say about the #IranDeal. http://t.co/WjdXPU01Aj'
1633,b'RT @WhiteHouse: Follow along as @POTUS heads to the frontlines of our fight against climate change in Alaska \xe2\x86\x92 http://t.co/eAVC9RAQbv http:\xe2\x80\xa6'
1634,b'Find out how @OFA is giving organizers around the country the training and management skills they need to succeed. http://t.co/zUECBnYZhP'
1635,"b'""As long as I\xe2\x80\x99m President, America will lead the world to meet the threat of climate change."" \xe2\x80\x94President Obama http://t.co/KjpcaULAUR'"
1636,"b'In the weekly address, President Obama discusses his upcoming trip to Alaska and pledges to #ActOnClimate. http://t.co/KjpcaUtZwh'"
1637,"b""Read @AmbassadorPower's thoughts on why it's vital for Congress to stand by the #IranDeal. http://t.co/t2uK3IWvGc"""
1638,b'These professional fellows learned skills that will help them keep fighting for the issues that matter. http://t.co/ZYAezxkRW5'
1639,"b""Add your name\xe2\x80\x94because in 2015, equal pay for equal work shouldn't be controversial. http://t.co/tv5ssVBQRd #StandWithWomen"""
1640,"b'RT @WhiteHouse: ""You know the sun comes out after every storm."" \xe2\x80\x94@POTUS on the progress since Katrina and the work still ahead: http://t.co\xe2\x80\xa6'"
1641,b'LIVE: President Obama is speaking about the rebuilding of New Orleans ten years after Hurricane Katrina. http://t.co/18U5Zv53ir #Katrina10'
1642,b'Tune in at 4:55 p.m. ET to watch President Obama discuss #Katrina10 and the rebirth of New Orleans. http://t.co/BqvZzpEx86'
1643,"b'Add your name if you believe that when women succeed, America succeeds: http://t.co/4fgrm8lVv3 #StandWithWomen'"
1644,b'RT @WhiteHouse: Secretary @ErnestMoniz spent 40 years on the nuclear physics faculty at MIT. Watch him explain the #IranDeal science: http:\xe2\x80\xa6'
1645,"b""Meet Alexa\xe2\x80\x94an @OFA supporter who knows there's no better time to fight for progress than now. http://t.co/WQQajLCqlO"""
1646,b'One organizer is sharing her story about continuing the fight for women\xe2\x80\x99s rights: http://t.co/ts625eGIWV'
1647,"b""This #WomensEqualityDay, say you'll continue the fight for progress. http://t.co/jsF29Z0GJj http://t.co/AmSm4f9r1W"""
1648,b'The fight for equality is not over. #WomensEqualityDay http://t.co/NBkDlgFYpc'
1649,"b'""No challenge poses a greater threat to our future than climate change."" \xe2\x80\x94President Obama http://t.co/sM8q8KdqtT #ActOnClimate'"
1650,"b'RT @WhiteHouse: ""We refuse to surrender the hope of a clean energy future to those who fear it and fight it."" \xe2\x80\x94@POTUS: http://t.co/jmJUBHSL\xe2\x80\xa6'"
1651,b'Thanks @NatlParkService for keeping our lands and waters beautiful for 99 years\xe2\x80\x94and counting. #FindYourPark http://t.co/pJihAhHnVG'
1652,b'These fellows are fighting for progress by building new digital organizing skills. Read more: http://t.co/mVjs9ly9wE'
1653,b'Want to join the conversation on the #IranDeal? Add your name to get more information. http://t.co/pfZ13SZoUV'
1654,b'LIVE: President Obama is speaking at the National Clean Energy Summit. http://t.co/nT5D3qut8D #NCES8'
1655,b'RT @WhiteHouse: Big #ActOnClimate news today: @POTUS is announcing $1 billion in new clean energy commitments: http://t.co/WHt0jTqlev http:\xe2\x80\xa6'
1656,b'Tune in at 8 p.m. ET to watch President Obama speak at the National Clean Energy Summit in Las Vegas: http://t.co/bJjH0wVLtF #NCES8'
1657,b'President Obama is announcing a plan to make it easier and cheaper for homeowners to #SwitchToClean energy: http://t.co/uVZmnmUjLI'
1658,b'Investing in renewable energy helps fight climate change\xe2\x80\x94and creates jobs. #ActOnClimate http://t.co/AnCmecZuV1'
1659,b'Find out how one young organizer is turning her outrage on the gender wage gap into action. http://t.co/FD1NKHdPwb'
1660,"b""Read why it's so important to stay informed and join the conversation on the #IranDeal. http://t.co/H4b91hsHex"""
1661,"b'""Congress left town for five full weeks\xe2\x80\x94and they left behind a stack of unfinished business."" \xe2\x80\x94President Obama http://t.co/Cnv8PFW4De'"
1662,"b'In the weekly address, President Obama discusses the need for Congress to pass a responsible budget. http://t.co/Cnv8PGdFuM'"
1663,b'Add your name to get important information about the #IranDeal\xe2\x80\x94and make sure you have all the facts: http://t.co/PX1krC7wxC'
1664,b'Leading scientists and non-proliferation experts are making their voices heard on the #IranDeal. http://t.co/uMyNmBwrvf'
1665,"b""Today, two women are making history\xe2\x80\x94becoming the first to graduate from the @USArmy's Ranger School: http://t.co/psTAKusoO6"""
1666,b'July was the hottest month ever recorded: http://t.co/CMuoKLA8Cm'
1667,b'This is a big deal in the fight to curb climate change. #ActOnClimate http://t.co/kKd3iHCfbH'
1668,b'Getting the full story on something as big as the #IranDeal is important. Add your name to stay informed: http://t.co/V0CPOiaZfA'
1669,"b'Follow the new ""Letters to President Obama"" Tumblr\xe2\x80\x94starting with a letter thanking the President for #Obamacare: http://t.co/qF2JfsfutZ'"
1670,b'Don\xe2\x80\x99t let climate change deniers set us back. Add your name to support the Clean Power Plan: http://t.co/sxMXJrfPB9'
1671,"b'Give 42 a round of applause today. Happy birthday, @BillClinton. http://t.co/p6nryaFyzw'"
1672,b'Change starts with one voice speaking out. Read one organizer\xe2\x80\x99s story about the fight for women\xe2\x80\x99s rights: http://t.co/9d6XgZQhMh'
1673,b'New limits on methane pollution will help curb climate change and protect public health: http://t.co/lQNiKqDsZO #ActOnClimate'
1674,b'Be part of the @OFATruthTeam\xe2\x80\x94and fight back with facts: http://t.co/Euq5nih3Rn http://t.co/HiU7jQ5m93'
1675,b'Climate change deniers want to stop the Clean Power Plan. Don\xe2\x80\x99t let them\xe2\x80\x94add your name today: http://t.co/Qq3d4Eq8A7 #ActOnClimate'
1676,"b'RT @WhiteHouse: The 19th Amendment was ratified 95 years ago, giving every American woman the right to vote \xe2\x86\x92 http://t.co/5ADQ37zkOC http:/\xe2\x80\xa6'"
1677,"b""Add your name if you're ready for cleaner, safer air: http://t.co/PWtDU81XGK #ActOnClimate http://t.co/rVnR9KDCCF"""
1678,"b'RT @WhiteHouse: ""Emma Didlake served her country with distinction and honor, a true trailblazer for generations of Americans"" \xe2\x80\x94@POTUS http:\xe2\x80\xa6'"
1679,"b""Read about President Obama's latest move to reduce methane gas pollution from landfills: http://t.co/oeyIiaMff3 #ActOnClimate"""
1680,b'WATCH: Find out why President Obama is heading to Alaska at the end of the month. http://t.co/UyAmOWgqcG'
1681,b'Take a stand with state leaders committed to #ActOnClimate. Show your support for the Clean Power Plan: http://t.co/yo59OncP6E'
1682,"b'Jon traveled 3,000 miles to change the conversation about climate change. Read more: http://t.co/IKrE4I0aY7 #ActOnClimate'"
1683,"b'In the weekly address, President Obama discusses efforts to improve community policing. Watch now: http://t.co/4FPtwXJxK1'"
1684,b'A majority of Americans favor a pathway to citizenship for illegal immigrants living in America: http://t.co/xkyNrdtrzN'
1685,b'Studies show that #Obamacare is not \xe2\x80\x9ckilling\xe2\x80\x9d full-time jobs like critics claim: http://t.co/9LlBJTkWgh'
1686,"b'These three Marines lowered the American flag in #Cuba in 1961. Today, they raised it again: http://t.co/sxr8aseZjw'"
1687,b'Today is the 80th birthday of #SocialSecurity\xe2\x80\x94a lifeline to millions of Americans. http://t.co/rBA99iZ1L8'
1688,"b""Read about Jon's 3,000 mile journey to fight climate change: http://t.co/RGFnfHnuXt #ActOnClimate"""
1689,"b""Retweet if you believe it's time for action on climate change. #ActOnClimate http://t.co/SUQYTCvC4n"""
1690,"b""Read President Obama's powerful letter to the editor on restoring the Voting Rights Act: http://t.co/RP9f7l3cZb"""
1691,b'President Obama is heading to Alaska\xe2\x80\x94the front lines in the fight against climate change. http://t.co/UyAmOWgqcG'
1692,"b'RT @WhiteHouse: ""Michelle and I send our best wishes to President Carter for a fast and full recovery."" \xe2\x80\x94@POTUS http://t.co/BHfntH0Sh6'"
1693,b'Expanding overtime protections will be good for women and good for families. #FixOvertime http://t.co/UdJ0XURtJT'
1694,b'The uninsured rate is now down to single digits for the first time\xe2\x80\x94thanks to #Obamacare: http://t.co/53zFd5DFHu http://t.co/XI0wBEyqZT'
