,text
866,"b'""I believe Judge Garland is exactly the kind of judge we need on the Supreme Court."" \xe2\x80\x94President Obama https://t.co/uGHiUD1LU9 #DoYourJob'"
867,b'Judge Garland deserves fair consideration from the Senate. #DoYourJob https://t.co/gKTzocthGh'
868,b'Join @OFA in calling on Senate leaders to give Judge Garland a fair hearing and a timely vote: https://t.co/eafdeTvt3s #DoYourJob'
869,b'The support for a fair hearing for Judge Garland is growing. #DoYourJob https://t.co/qFYf3senWM'
870,b'LIVE: @VP Biden is urging the Senate to give Judge Merrick Garland a fair hearing and timely up-or-down vote. https://t.co/2vG15zNgNn'
871,b'Tune in at 12:30 p.m. ET to see @VP Biden speak about why fair consideration for Judge Garland is so important: https://t.co/e07gl2q8jv'
872,"b""It's a paws-itively beautiful day. #NationalPuppyDay https://t.co/dRY9SdgpHe"""
873,b'Obamacare: Giving young adults (and their parents) peace of mind since 2010. https://t.co/StT3XzFVGB'
874,b'Obamacare is here to stay. https://t.co/sgHCIYtn5w'
875,"b'RT @SecBurwell: Because of the #ACA, insurance is better for everyone, no matter where it\xe2\x80\x99s purchased. https://t.co/v56xrDhCvH #ACAannivers\xe2\x80\xa6'"
876,b'RT @CEAChair: CBO estimates imply that the #ACA will cut the deficit by over $3 trillion in the next two decades. https://t.co/HlDACtxmSs'
877,b'20 million Americans covered: \xe2\x9c\x94\n9 in 10 Americans now have health insurance: \xe2\x9c\x94\nLowest uninsured rate on record: \xe2\x9c\x94 https://t.co/xTyZt3aa82'
878,"b""On the sixth anniversary of #Obamacare, stand with @OFA and say you'll keep fighting for affordable health care: https://t.co/O2KiiRPjB1"""
879,"b'RT @WhiteHouse: ""The thoughts and prayers of the American people are with the people of Belgium"" \xe2\x80\x94@POTUS on the attacks in #Brussels https:\xe2\x80\xa6'"
880,b'Want to meet James Taylor in Chicago? Enter today for your chance: https://t.co/gf36KXxU4Q https://t.co/Aql1tqH2Ba'
881,b'Judge Merrick Garland deserves fair consideration from the Senate. #DoYourJob https://t.co/9LteYSfKpo'
882,b'Tell Senate leaders: Your constituents expect you to #DoYourJob. https://t.co/xJFlsGS3Ry https://t.co/qdeP1x3QTC'
883,"b'""Give Judge Garland the respect he has earned. Give him a hearing. Give him an up-or-down vote."" \xe2\x80\x94President Obama https://t.co/R2qBVx7O6s'"
884,"b'In the weekly address, President Obama urges the Senate to give Judge Garland a fair hearing and timely vote: https://t.co/1EuiCg8e8E'"
885,b'Read from @business editorial board on why Judge Merrick Garland deserves a fair hearing: https://t.co/yzIDDgOfEs'
886,b'Check out how @OFA supporters are calling for a fair #SCOTUS hearing and timely up-or-down vote: https://t.co/JFf3hAf189'
887,b'Retweet if you believe Judge Merrick Garland deserves fair consideration. #DoYourJobFriday https://t.co/NYvoxcFO8H'
888,b'Make your voice heard on a fair #SCOTUS nomination process for Judge Merrick Garland: https://t.co/9kCCJ2ebUp'
889,b'Happy #StPatricksDay. https://t.co/VuguIeyUO1'
890,b'Yesterday President Obama revealed his March Madness bracket. Check it out: https://t.co/AzKCRr5DQg #Baracketology'
891,b'President Obama took his constitutional duty seriously and nominated a well qualified #SCOTUSnominee. https://t.co/zTOKXgLnj8'
892,b'Judge Garland is a qualified #SCOTUSnominee with past bipartisan approval\xe2\x80\x94show your support: https://t.co/rh4XUpRSws https://t.co/MHhTEoewLn'
893,"b'RT @WhiteHouse: ""He is the right man for the job. He deserves to be confirmed."" \xe2\x80\x94@POTUS on his #SCOTUSnominee Merrick Garland https://t.co/\xe2\x80\xa6'"
894,b'Judge Merrick Garland deserves a fair hearing and a timely vote. #SCOTUSnominee https://t.co/raFkOw5N3C'
895,b'HAPPENING NOW: President Obama is announcing his nominee to fill the #SCOTUS vacancy. https://t.co/ZDrkhxZpTB'
896,b'Tune in at 11 a.m. ET to watch President Obama announce his #SCOTUSnominee: https://t.co/IXUu3eUHdv'
897,"b""Senate leaders shouldn't hold up the Supreme Court nomination process\xe2\x80\x94sign the petition: https://t.co/HPbnxeAKmT"""
898,b'These editorials explain why the Senate must do its job and hold fair #SCOTUS nomination hearings: https://t.co/0Erxa1SnlA #DoYourJob'
899,b'This February was so hot that it shattered global records. Check it out: https://t.co/7tkAzF6CT8 #ActOnClimate'
900,"b""There's a lot of misinformation out there\xe2\x80\x94help spread the facts with the @OFA Truth Team: https://t.co/srdrvXgfKA https://t.co/MrkBKYeCnm"""
901,b'Happy #PiDay. https://t.co/gDZPJwKFk7'
902,"b'By a margin of nearly 2-to-1, Americans believe the Senate should hold hearings on a #SCOTUS nominee: https://t.co/zssLeUT1O3'"
903,b'Refusing to even meet with a #SCOTUS nominee has no basis in the Constitution. #DoYourJob https://t.co/5xqIrZVLqj'
904,"b""If you think the Senate should give President Obama's #SCOTUS nominee a fair hearing, add your name: https://t.co/tFFrncdg1W #DoYourJob"""
905,"b'RT @WhiteHouse: ""We avoided a Great Depression. \nThanks, Obama.""\n\xe2\x80\x94@POTUS #SXSW2016 https://t.co/BBcKZOD8cW'"
906,b'LIVE: President Obama is participating in a #SXSW2016 panel on civic engagement and technology. https://t.co/BBoIZW0LWP'
907,b'The Senate should fairly consider a #SCOTUS nominee\xe2\x80\x94sign the petition if you agree: https://t.co/clUtC1qTb8 https://t.co/UmjWwD7sQw'
908,b'Not caught up on the Supreme Court vacancy? Read what editorial boards around the country are saying: https://t.co/ALJKaArA7i #DoYourJob'
909,b'The United States and Canada are joining together to reduce methane pollution. Read more: https://t.co/RfWitsRxpB #ActOnClimate'
910,"b'RT @FactsOnClimate: ""Canada is joining us in our aggressive goal to bring down methane emissions in the oil and gas sector"" \xe2\x80\x94@POTUS https:/\xe2\x80\xa6'"
911,b'Refusing to hold a hearing on a presidential nominee is unprecedented. Tell Senate leaders: #DoYourJob https://t.co/jmqg76dutN'
912,"b'RT @WhiteHouse: ""I\'m going to do my job and then my expectation is going to be will the Senate do its job"" \xe2\x80\x94@POTUS #SCOTUS https://t.co/sNB\xe2\x80\xa6'"
913,"b""Senators on the Judiciary Committee have demanded a vote on judicial nominees 90 times. Here's a list: https://t.co/hjOn65IgI4 #DoYourJob"""
914,"b'""Under my chairmanship, every Supreme Court nominee was given a hearing and a vote in the Judiciary Committee."" \xe2\x80\x94@VP https://t.co/DKjBws90CZ'"
915,"b""RT @WhiteHouse: Vermont just took the #LeadOnLeave so families won't have to choose between their job and the family they love. https://t.c\xe2\x80\xa6"""
916,b'Add your name if you think the Senate should do its job: https://t.co/cRmr4M8lSl #DoYourJob https://t.co/DNxgqTSRTN'
917,"b'""Senate needs to think and vote."" See what editorials boards are saying about the Supreme Court nomination: https://t.co/ENU64s5Cud'"
918,b'RT @FLOTUS: #OneDayIWill see a world where every child can go to school and fulfill their boundless potential. #IWD2016 https://t.co/FonwXC\xe2\x80\xa6'
919,b'The President is going to nominate a qualified Supreme Court Justice\xe2\x80\x94tell Senate leaders to do their jobs: https://t.co/uks53rbxHX'
920,"b""From @VP Biden: Why the Senate shouldn't hold back the #SCOTUS nomination process. https://t.co/A61OoqQszS"""
921,"b""We've come a long way on women's equality, but there's still so much work to be done. #InternationalWomensDay https://t.co/bqi94Ao2iV"""
922,"b'""U.S. solar seems poised for not just a record year but perhaps a blowout year."" Get the numbers: https://t.co/MfDphKshcl #ActOnClimate'"
923,"b'""If Selma taught us anything, it\xe2\x80\x99s that our work is never done."" \xe2\x80\x94President Obama #Selma51 https://t.co/MoaVS02Crw'"
924,"b""Refusing to hold hearings for a president's #SCOTUS nominee has never happened before. https://t.co/G7knZPAy7x"""
925,"b""There is no excuse to delay the #SCOTUS nomination\xe2\x80\x94add your name to @OFA's petition if you agree: https://t.co/WMFAOI6czO"""
926,b'Most Americans agree that the Senate should do its job and give the #SCOTUS nominee a fair hearing: https://t.co/8pA0rFXwrm #DoYourJob'
927,"b'RT @WhiteHouse: ""We remain grateful for Nancy Reagan\'s life"" \xe2\x80\x94@POTUS and @FLOTUS: https://t.co/nJZIHumlsS https://t.co/KftNACmkAh'"
928,b'A well-qualified #SCOTUS nominee deserves a fair hearing and a timely up-or-down vote. https://t.co/rBZe7gz2vD #DoYourJob'
929,b'Take a look at what editorial boards across the country think of the Senate refusing to do its job: https://t.co/6n3JNK6WoZ #DoYourJob'
930,"b""It's the Senate's duty to fairly consider the President's #SCOTUS nominee\xe2\x80\x94and there's plenty of time to do so. https://t.co/X8kMjL1pdc"""
931,"b""February's 242,000 new jobs mean the American economy has been creating jobs for six straight years. https://t.co/xCkKrs9gJp"""
932,b'The American economy continues its comeback. https://t.co/5RZ5lB6AUV'
933,"b'The economy added 242,000 jobs in February\xe2\x80\x94a record-breaking six straight years of private-sector job growth.'"
934,b'The majority of Americans agree that President Obama should nominate someone to fill the #SCOTUS vacancy: https://t.co/RGQEw9WAc2'
935,b'RT @WhiteHouse: BREAKING: 20 million more Americans now know the security of health insurance thanks to the Affordable Care Act. https://t.\xe2\x80\xa6'
936,"b""LIVE: President Obama is celebrating Milwaukee's victory in the Healthy Communities Challenge. https://t.co/aB2PNdzoXT"""
937,b'Sign the petition\xe2\x80\x94join the thousands of voices speaking up for a fair Supreme Court nomination process: https://t.co/BAOLv8FMEA #DoYourJob'
938,b'Tune in at 12:50 p.m. ET to see President Obama congratulate Milwaukee on winning the Healthy Communities Challenge. https://t.co/JAbnRHsWSi'
939,b'This is what a consensus looks like. #DoYourJob https://t.co/t7ZGvXIpIk'
940,"b""RT @WhiteHouse: Good news: Oregon just raised its minimum wage. \n\nRT if you agree it's time to #RaiseTheWage for all Americans. https://t.c\xe2\x80\xa6"""
941,b'Deliberately creating partisan gridlock is not the way our democracy should work. #DoYourJob https://t.co/ubjy1N9NlS'
942,b'The obstruction of our Supreme Court is completely unprecedented. Sign the petition telling the Senate: #DoYourJob. https://t.co/STmBjGzaA0'
943,b'Refusing to consider a #SCOTUS nominee before one is even announced is irresponsible. #DoYourJob https://t.co/NiZtwUHmE5'
944,"b""RT @WhiteHouse: Here's what @POTUS is doing to help women achieve their dreams: https://t.co/3g3TWF3qrq #WomensHistoryMonth https://t.co/rc\xe2\x80\xa6"""
945,b'Leaving a seat open on the Supreme Court for more than a year is irresponsible\xe2\x80\x94sign the petition: https://t.co/qWvL5ANmqP #DoYourJob'
946,"b""We're seeing the fastest rise in sea-levels in nearly 3,000 years: https://t.co/MwO2QKE4GW #ActOnClimate"""
947,b'Get the facts on everything from a fair #SCOTUS nomination process to climate change: https://t.co/jCZzreLARW https://t.co/qnB5GLM8eC'
948,"b""Today's the 55th birthday of the @PeaceCorps. Thanks to all who have served across the globe. #PeaceCorpsWeek2016"""
949,"b""It's the Senate's duty to give the President's nominee a fair hearing and a timely vote. #DoYourJob https://t.co/yquRBNfS9k"""
950,"b'""One-third of all U.S. presidents appointed a Supreme Court justice in an election year."" https://t.co/PY8dR1owzf (h/t @washingtonpost)'"
951,"b""Sign @OFA's petition to let the Senate know you demand a fair Supreme Court nomination process: https://t.co/SeDGtpwnU5"""
952,b'LIVE: President Obama is presenting the Medal of Honor to Senior Chief Special Warfare Operator Edward Byers. https://t.co/NGInOc0ccN'
953,"b'RT @WhiteHouse: Climate change ""is the most urgent threat facing our entire species.""\n\nRT if you agree with @LeoDiCaprio. #Oscars https://t\xe2\x80\xa6'"
954,"b'RT @VPLive: ""They. Did. Nothing. Wrong."" -@VP at #Oscars #ItsOnUs'"
955,"b'Thanks to the #RecoveryAct, clean energy investments have created hundreds of thousands of jobs. https://t.co/U82fX6P2nB'"
956,"b""Our economy has come a long way, but there's more work to do\xe2\x80\x94say you support common-sense economic policies: https://t.co/UzcGjwykjs"""
957,"b""Seven years ago, our economy was shedding nearly 800,000 jobs a day. We've come a long way. https://t.co/ueSHbf52YE"""
958,b'Our economy has added 14 million jobs over the longest streak of private-sector job growth on record. https://t.co/FwScd1Soxi'
959,b'LIVE: President Obama is highlighting the progress of the American economy. https://t.co/7noFkjk0F8'
960,"b""RT @ENERGY: It's been 7 years since @POTUS signed the #RecoveryAct. See how it shaped our #CleanEnergy future. #ActOnClimate\nhttps://t.co/R\xe2\x80\xa6"""
961,"b""Tune in at 1:55 p.m. ET to see President Obama speak about the economic progress we've made since the #RecoveryAct. https://t.co/Ve3DprDXKH"""
962,b'Tell the Senate: Stop playing games with our Supreme Court. https://t.co/2vkSnL2KWC #DoYourJob'
963,"b""The Senate should fulfill its constitutional duty and fairly consider the President's nominee. #DoYourJob https://t.co/AXpbOQ1bxD"""
964,b'Add your name if you agree: Failing to fill the Supreme Court vacancy for over a year is unacceptable. https://t.co/uDxtenkam5 #DoYourJob'
965,"b""Retweet if you agree that we can't afford to play political games over the Supreme Court vacancy. #DoYourJob https://t.co/NE380YtV41"""
966,"b'The solar industry hit record growth last year, surpassing natural gas installations for the first time: https://t.co/9M4rqbVGCC'"
967,b'RT @WhiteHouse: .@POTUS nominates the first woman and first African-American to be Librarian of Congress: https://t.co/5zQhYVj74j\nhttps://t\xe2\x80\xa6'
968,b'This kind of obstruction is unprecedented. Tell Senate leaders: #DoYourJob https://t.co/IZgCuoWE4O'
969,"b""Sign @OFA's petition to let the Senate know you demand a fair Supreme Court nomination process: https://t.co/PlX9s74RIs"""
970,"b""President Obama on his constitutional responsibility and the qualities he's looking for in his #SCOTUS nominee: https://t.co/CFDl6l1hhC"""
971,"b""Refusing to even consider the President's Supreme Court nominee is unprecedented. Tell the Senate: #DoYourJob. https://t.co/kSrKv5e3Ae"""
972,"b""With more than 300 days left in President Obama's term, the Senate has no excuse to delay. #DoYourJob https://t.co/ultmGstueA"""
973,b'Be part of the team debunking myths with facts\xe2\x80\x94join the @OFA Truth Team: https://t.co/6z9PgSYuSk https://t.co/51zJn9N8qa'
974,b'LIVE: President Obama is delivering a statement from the Roosevelt Room. https://t.co/8yT6ov8klS'
975,b'A fair judicial nomination process is important for a functioning democracy\xe2\x80\x94read more: https://t.co/C7DSRLXgTV'
976,"b""Speak up for a fair nomination process and a timely vote by the Senate\xe2\x80\x94sign @OFA's petition: https://t.co/HlQMqNYhVr #DoYourJob"""
977,b'The Senate should not play political games with our Supreme Court. https://t.co/RoNN4vaw0a'
978,"b'""The Senate also has a constitutional duty: to consider presidential nominees expeditiously."" https://t.co/mnL8KCDwe5 (h/t @latimes)'"
