,text
190,b'RT @GOPChairwoman: Thank you @RonaldWeiser for serving the @MIGOP well and congratulations to my friend and new @MIGOPChair Laura Cox! \n \nI\xe2\x80\xa6'
191,b'\xe2\x80\x9cThere\xe2\x80\x99s not one shred of evidence that this president\xe2\x80\x99s done anything Constitutionally (or anything else) wrong.\xe2\x80\x9d\xe2\x80\xa6 https://t.co/pqlBBCeLJP'
192,"b'The people of Venezuela stand at the threshold of history, ready to reclaim their country \xe2\x80\x93 and their future.... https://t.co/ajxd1EN64c'"
193,"b'RT @USMC: 74 years ago today, Marines on Iwo Jima raised the flag atop Mount Suribachi.\n\nSemper Fidelis. https://t.co/UsQ2z344Xp'"
194,b'There is far more ENERGY on the Right than there is on the Left. That\xe2\x80\x99s why we just won the Senate and why we will\xe2\x80\xa6 https://t.co/qkKn4tSvlN'
195,b'God Bless the people of Venezuela!'
196,"b'Great new book: \xe2\x80\x9cThe Case For Trump\xe2\x80\x9d by Victor Davis Hanson, Hoover Senior Fellow.'"
197,"b'....Kelly has done an outstanding job representing our Nation and I have no doubt that, under her leadership, our C\xe2\x80\xa6 https://t.co/EWkXuZ9KIs'"
198,"b'I am pleased to announce that Kelly Knight Craft, our current Ambassador to Canada, is being nominated to be United\xe2\x80\xa6 https://t.co/TPXgm22rw6'"
199,"b'RT @SecretarySonny: BREAKING: In Oval Office meeting today, the Chinese committed to buy an additional 10 million metric tons of U.S. soybe\xe2\x80\xa6'"
200,b'A must read by @KimStrassel! https://t.co/Gfyrfpy55b'
201,b'Fake News is so bad for our Country! https://t.co/ZwA8E0URer'
202,"b'Highly respected Senator Richard Burr, head of Senate Intelligence, said, after interviewing over 200 witnesses and\xe2\x80\xa6 https://t.co/So0qm3SrYv'"
203,b'RT @FLOTUS: Wonderful evening at @WhiteHouse celebrating #AfricanAmericanHistoryMonth! https://t.co/ZBJop8kxTY'
204,"b'We are here to honor the extraordinary contributions of African-Americans to every aspect of American Life, History\xe2\x80\xa6 https://t.co/51s1YX9Oq8'"
205,"b'Senator John Cornyn has done an outstanding job for the people of Texas. He is strong on Crime, the Border, the Sec\xe2\x80\xa6 https://t.co/gxJLXzB5Ax'"
206,b'.@JussieSmollett - what about MAGA and the tens of millions of people you insulted with your racist and dangerous comments!? #MAGA'
207,b'THE WALL IS UNDER CONSTRUCTION RIGHT NOW! https://t.co/exUJCiITsz'
208,"b'....something that is so obviously the future. I want the United States to win through competition, not by blocking\xe2\x80\xa6 https://t.co/hztqUt8v9S'"
209,"b'I want 5G, and even 6G, technology in the United States as soon as possible. It is far more powerful, faster, and s\xe2\x80\xa6 https://t.co/quvGzqNGpZ'"
210,"b'I have instructed Secretary of State Mike Pompeo, and he fully agrees, not to allow Hoda Muthana back into the Country!'"
211,"b'We have just built this powerful Wall in New Mexico. Completed on January 30, 2019 \xe2\x80\x93 47 days ahead of schedule! Man\xe2\x80\xa6 https://t.co/32ThjNvKoy'"
212,b'California now wants to scale back their already failed \xe2\x80\x9cfast train\xe2\x80\x9d project by substantially shortening the distan\xe2\x80\xa6 https://t.co/uYCn3ZXAuU'
213,b'The New York Times reporting is false. They are a true ENEMY OF THE PEOPLE!'
214,"b'\xe2\x80\x9cIf thinking that James Comey is not a good FBI Director is tantamount to being an agent of Russia, than just list\xe2\x80\xa6 https://t.co/74wrz829kQ'"
215,b'\xe2\x80\x9cThe Washington Post ignored basic journalistic standards because it wanted to advance its well-known and easily do\xe2\x80\xa6 https://t.co/cKc9DXhdfy'
216,b'The Press has never been more dishonest than it is today. Stories are written that have absolutely no basis in fact\xe2\x80\xa6 https://t.co/RxYyJKcRf1'
217,b'Crazy Bernie has just entered the race. I wish him well!'
218,b'\xe2\x80\x9cAndrew McCabe gave absolutely no evidence of any threat to substantiate his ABSURD claim.\xe2\x80\x9d @LouDobbs'
219,b'RT @GeraldoRivera: This is crazy scary. A cabal of unelected bureaucrats-angered &amp; upset that @realDonaldTrump fired their boss-whispered a\xe2\x80\xa6'
220,b'https://t.co/xRbxknI4Nf'
221,b'I never said anything bad about Andrew McCabe\xe2\x80\x99s wife other than she (they) should not have taken large amounts of c\xe2\x80\xa6 https://t.co/zud16rNaSK'
222,"b'The Washington Post is a Fact Checker only for the Democrats. For the Republicans, and for your all time favorite P\xe2\x80\xa6 https://t.co/2ig6094L72'"
223,"b'The failed Fast Train project in California, where the cost overruns are becoming world record setting, is hundreds\xe2\x80\xa6 https://t.co/PCzq8Q0hX1'"
224,"b'As I predicted, 16 states, led mostly by Open Border Democrats and the Radical Left, have filed a lawsuit in, of co\xe2\x80\xa6 https://t.co/uGPugSzFGu'"
225,"b'Had the opposition party (no, not the Media) won the election, the Stock Market would be down at least 10,000 point\xe2\x80\xa6 https://t.co/yP4yfOTDU3'"
226,"b'\xe2\x80\x9c....(The Witch Hunt) in time likely will become recognized as the greatest scandal in American political history,\xe2\x80\xa6 https://t.co/5w142qf3XG'"
227,"b'Remember this, Andrew McCabe didn\xe2\x80\x99t go to the bathroom without the approval of Leakin\xe2\x80\x99 James Comey!'"
228,b'RT @real_defender: @realDonaldTrump Our country is making unprecedented progress thanks to the fact that we finally have a president who is\xe2\x80\xa6'
229,b'Thank you Andrew - We all miss beautiful Meadow! https://t.co/a5PLSwpJyx'
230,b'Thank you JT! https://t.co/L1HDeXWazc'
231,b'Amazing! https://t.co/uUNCL1hPAk'
232,"b'\xe2\x80\x9cThe biggest abuse of power and corruption scandal in our history, and it\xe2\x80\x99s much worse than we thought. Andrew McCa\xe2\x80\xa6 https://t.co/epia7ZUKWN'"
233,b'Today more than 50 countries around the world now recognize the rightful government of Venezuela. The Venezuelan pe\xe2\x80\xa6 https://t.co/80uVw9eGfn'
234,"b'I ask every member of the Maduro regime: End this nightmare of poverty, hunger and death. LET YOUR PEOPLE GO. Set y\xe2\x80\xa6 https://t.co/zN1R1Vl2af'"
235,b'The people of Venezuela are standing for FREEDOM and DEMOCRACY \xe2\x80\x93 and the United States of America is standing right by their side!'
236,"b'We are here to proclaim that a new day is coming in Latin America. In Venezuela and across the Western Hemisphere,\xe2\x80\xa6 https://t.co/2ketrpYKkq'"
237,b'RT @FLOTUS: A beautiful ceremony at @Nicklaus4kids hospital today to celebrate their new changes! I hope the garden nurtures &amp; heals all th\xe2\x80\xa6'
238,"b'Hope you are enjoying your President\xe2\x80\x99s Day, our Country is making unprecedented progress!'"
239,b'\xe2\x80\x9cThis was an illegal coup attempt on the President of the United States.\xe2\x80\x9d Dan Bongino on @foxandfriends  True!'
240,b'Great analysis by @foxandfriends!'
241,b'....There is a lot of explaining to do to the millions of people who had just elected a president who they really l\xe2\x80\xa6 https://t.co/zXI6PPXBEu'
242,"b'Wow, so many lies by now disgraced acting FBI Director Andrew McCabe. He was fired for lying, and now his story get\xe2\x80\xa6 https://t.co/7YgfLI8d9b'"
243,"b'\xe2\x80\x9cAfter two years and interviewing more than two hundred witnesses, the Senate Intelligence Committee has NOT discov\xe2\x80\xa6 https://t.co/rWnLVp2udy'"
244,b'RT @KimStrassel: Death of a California Dream https://t.co/sBnSecSriX via @WSJOpinion'
245,"b'William Barr is arriving at a Justice Department that desperately needs an infusion of credibility, writes\xe2\x80\xa6 https://t.co/TwsuDSwgaB'"
246,"b'RT @realDonaldTrump: ....Many of the top FBI brass were fired, forced to leave, or left. McCabe\xe2\x80\x99s wife received BIG DOLLARS from Clinton pe\xe2\x80\xa6'"
247,b'RT @realDonaldTrump: Disgraced FBI Acting Director Andrew McCabe pretends to be a \xe2\x80\x9cpoor little Angel\xe2\x80\x9d when in fact he was a big part of the\xe2\x80\xa6'
248,"b'The Mueller investigation is totally conflicted, illegal and rigged! Should never have been allowed to begin, excep\xe2\x80\xa6 https://t.co/5520iD07dr'"
249,"b'\xe2\x80\x9cThese guys, the investigators, ought to be in jail. What they have done, working with the Obama intelligence agenc\xe2\x80\xa6 https://t.co/d7eLvv9yax'"
250,b'https://t.co/r8N9m5vQlF'
251,b'https://t.co/y61loNunTJ'
252,b'THE RIGGED AND CORRUPT MEDIA IS THE ENEMY OF THE PEOPLE!'
253,"b'Nothing funny about tired Saturday Night Live on Fake News NBC! Question is, how do the Networks get away with thes\xe2\x80\xa6 https://t.co/xwSLxmNPpk'"
254,"b'52% Approval Rating, 93% in Republican Party ( a record )! Pretty amazing considering that 93% (also) of my press i\xe2\x80\xa6 https://t.co/CNc48O4QaB'"
255,b'Democrats in the Senate are still slow walking hundreds of highly qualified people wanting to come into government.\xe2\x80\xa6 https://t.co/DcdjojVL1R'
256,"b'Important meetings and calls on China Trade Deal, and more, today with my staff. Big progress being made on soooo m\xe2\x80\xa6 https://t.co/YItKARNGJy'"
257,b'RT @TomFitton: .@NYTIMES complains @realDonaldTrump crackdown on asylum scamming is working.  https://t.co/K8j94ITalL'
258,b'RT @TomFitton: Mueller Will Harass @RealDonaldTrump for Entire Term https://t.co/eoQVP6MsmF via @JudicialWatch'
259,b'RT @TomFitton: BIG: Strzok/Page Docs Show More Collusion to Protect Hillary Clinton; Voter Fraud Crisis--Thousands of Aliens Illegally Voti\xe2\x80\xa6'
260,b'RT @real_defender: @realDonaldTrump Protecting America and putting Americans first. Thank you Mr. President!'
261,"b'....The U.S. does not want to watch as these ISIS fighters permeate Europe, which is where they are expected to go.\xe2\x80\xa6 https://t.co/acl9k8EQqA'"
262,"b'The United States is asking Britain, France, Germany and other European allies to take back over 800 ISIS fighters\xe2\x80\xa6 https://t.co/HhAcorxyP0'"
263,b'Trade negotiators have just returned from China where the meetings on Trade were very productive. Now at meetings w\xe2\x80\xa6 https://t.co/vCyKHfh08p'
264,b'BUILDING THE WALL!'
265,b'https://t.co/nJORBjwint'
266,b'https://t.co/f6Jd2FzayZ'
267,"b'Great job by law enforcement in Aurora, Illinois. Heartfelt condolences to all of the victims and their families. America is with you!'"
268,b'RT @WhiteHouse: President Trump Speaks on the National Security &amp; Humanitarian Crisis on Our Southern Border https://t.co/FqdfFORbv5'
269,b'\xe2\x80\x9cTrying to use the 25th Amendment to try and circumvent the Election is a despicable act of unconstitutional power\xe2\x80\xa6 https://t.co/yaOJ2xZj7k'
270,"b'RT @WhiteHouse: .@PressSec: President Trump will sign the government funding bill, and as he has stated before, he will also take other exe\xe2\x80\xa6'"
271,"b'\xe2\x80\x9cAfter The Flight 93 Election, The Vote That Saved America - And What We Still Have To Lose,\xe2\x80\x9d by very talented Mich\xe2\x80\xa6 https://t.co/0O6pJ15MbJ'"
272,"b'One year ago today, a horrific act of violence took the lives of 14 students and 3 educators in Parkland, Florida.\xe2\x80\xa6 https://t.co/I4fYuapHlH'"
273,b'Reviewing the funding bill with my team at the @WhiteHouse!'
274,"b'....Many of the top FBI brass were fired, forced to leave, or left. McCabe\xe2\x80\x99s wife received BIG DOLLARS from Clinton\xe2\x80\xa6 https://t.co/4InFRTx4IC'"
275,b'Disgraced FBI Acting Director Andrew McCabe pretends to be a \xe2\x80\x9cpoor little Angel\xe2\x80\x9d when in fact he was a big part of\xe2\x80\xa6 https://t.co/dfMDqNitPS'
276,b'California has been forced to cancel the massive bullet train project after having spent and wasted many billions o\xe2\x80\xa6 https://t.co/zQ6MPgxXv5'
277,b'RT @SenTedCruz: Report: Texas crude oil production breaks 1970s record https://t.co/RHpaMLX7G2 via @houstonchron'
278,b'https://t.co/BS162NF8HC'
279,b'https://t.co/ruL7Ctpdak'
280,"b'RT @WhiteHouse: ""Every American in every community and from every walk of life has a right to live in security and to live in peace. That i\xe2\x80\xa6'"
281,"b'Today, it was my great honor to address the @MjrCitiesChiefs Association and @MCSheriffs Conference in Washington,\xe2\x80\xa6 https://t.co/gAKpd6qSB8'"
282,"b'The Gallup Poll just announced that 69% of our great citizens expect their finances to improve next year, a 16 year high. Nice!'"
283,b'The Senate Intelligence Committee: THERE IS NO EVIDENCE OF COLLUSION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA!'
284,b'RT @dbongino: I don\xe2\x80\x99t feel an ounce of empathy for all of the imbeciles who bought into the Russian collusion hoax now that it\xe2\x80\x99s been entir\xe2\x80\xa6'
285,b'I want to thank all Republicans for the work you have done in dealing with the Radical Left on Border Security. Not\xe2\x80\xa6 https://t.co/BDiGlzkvAg'
286,"b""RT @WhiteHouse: President Trump's commitment to improving the quality of life for all Americans has led to the largest single decline in dr\xe2\x80\xa6"""
287,"b""RT @WhiteHouse: Americans pay 180 percent of what Europeans, Canadians, and Japanese pay for the exact same drugs!\n\nOur seniors aren't goin\xe2\x80\xa6"""
288,b'RT @planetepics: They are soooo beautiful and magnificent! \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\nhttps://t.co/ISn5jo8CcD https://t.co/JcMpQUzIml'
289,b'Thank you to @MSNBC! https://t.co/VdRnirACAz'
290,"b'....Will be getting almost $23 BILLION for Border Security. Regardless of Wall money, it is being built as we speak!'"
291,b'Was just presented the concept and parameters of the Border Security Deal by hard working Senator Richard Shelby. L\xe2\x80\xa6 https://t.co/LDs2lEomsZ'
292,"b'Beautiful evening in El Paso, Texas last night. God Bless the USA! https://t.co/trqA75KxLN'"
293,b'RT @IngrahamAngle: It was 45 degrees outside and this was the overflow crowd. #ElPaso @realDonaldTrump https://t.co/FipvNxp8di'
294,"b'RT @DanScavino: \xf0\x9f\x9a\xa8Happening Now: @realDonaldTrump overflow crowd in El Paso, Texas.... https://t.co/kqyDC66qRA'"
295,"b'We are fighting for all Americans, from all backgrounds, of every age, race, religion, birthplace, color &amp; creed. O\xe2\x80\xa6 https://t.co/hckivLhfVl'"
296,"b'RT @DonaldJTrumpJr: Beto trying to counter-program @realdonaldtrump in his hometown and only drawing a few hundred people to Trump\xe2\x80\x99s 35,000\xe2\x80\xa6'"
297,b'Coal is an important part of our electricity generation mix and @TVAnews should give serious consideration to all f\xe2\x80\xa6 https://t.co/yljvUmkAE5'
298,b'\xdb\xb4\xdb\xb0 \xd8\xb3\xd8\xa7\xd9\x84 \xd9\x81\xd8\xb3\xd8\xa7\xd8\xaf. \xdb\xb4\xdb\xb0 \xd8\xb3\xd8\xa7\xd9\x84 \xd8\xb3\xd8\xb1\xda\xa9\xd9\x88\xd8\xa8. \xdb\xb4\xdb\xb0 \xd8\xb3\xd8\xa7\xd9\x84 \xd8\xaa\xd8\xb1\xd9\x88\xd8\xb1. \xd8\xb1\xda\x98\xdb\x8c\xd9\x85 \xd8\xa7\xdb\x8c\xd8\xb1\xd8\xa7\xd9\x86 \xd9\x81\xd9\x82\xd8\xb7 \xd9\x85\xd9\x88\xd8\xac\xd8\xa8 #\xda\x86\xd9\x87\xd9\x84_\xd8\xb3\xd8\xa7\xd9\x84_\xd8\xb4\xda\xa9\xd8\xb3\xd8\xaa \xd8\xb4\xd8\xaf\xd9\x87 \xd8\xa7\xd8\xb3\xd8\xaa. \xd9\x85\xd8\xb1\xd8\xaf\xd9\x85 \xd8\xa7\xdb\x8c\xd8\xb1\xd8\xa7\xd9\x86 \xda\xa9\xd9\x87 \xd9\x85\xd8\xaf\xd8\xaa\xd9\x87\xd8\xa7\xd8\xb3\xd8\xaa \xd8\xaf\xd8\xb1 \xd8\xb1\xd9\x86\xd8\xac\xd9\x86\xd8\xaf \xd8\xb4\xe2\x80\xa6 https://t.co/CvAG38TRtD'
299,b'40 years of corruption. 40 years of repression. 40 years of terror. The regime in Iran has produced only\xe2\x80\xa6 https://t.co/2c8wztPNvb'
300,b'https://t.co/LpR2JkYLcW'
301,b'Will be heading to El Paso very soon. Big speech on Border Security and much else tonight. Tremendous crowd! See you later!'
302,b'The Democrats are so self righteous and ANGRY! Loosen up and have some fun. The Country is doing well!'
303,"b'The Democrats do not want us to detain, or send back, criminal aliens! This is a brand new demand. Crazy!'"
304,b'No president ever worked harder than me (cleaning up the mess I inherited)!'
305,b'\xe2\x80\x9cFact checkers have become Fake News.\xe2\x80\x9d @JesseBWatters   So True!'
306,"b'RT @realDonaldTrump: Working hard, thank you! https://t.co/tnuHnw8kll'"
307,b'The U.S. will soon control 100% of ISIS territory in Syria. @CNN (do you believe this?).'
308,"b'RT @club4growth: WE AGREE! The time is now! \xf0\x9f\x91\x89 ""The time has come to pass school choice for America\'s children."" - @realDonaldTrump #SOTU'"
309,b'RT @club4growth: Agreed! Senate needs to confirm @realDonaldTrump Admin appointees. #SOTU'
310,"b'Well, it happened again. Amy Klobuchar announced that she is running for President, talking proudly of fighting glo\xe2\x80\xa6 https://t.co/ovrOxCny9h'"
311,"b'The Border Committee Democrats are behaving, all of a sudden, irrationally. Not only are they unwilling to give dol\xe2\x80\xa6 https://t.co/CU9d49vIfn'"
312,b'\xe2\x80\x9cPresident is on sound legal ground to declare a National Emergency. There have been 58 National Emergencies declar\xe2\x80\xa6 https://t.co/HVjacsLuLb'
313,"b'....The fact is, when I took over as President, our Country was a mess. Depleted Military, Endless Wars, a potentia\xe2\x80\xa6 https://t.co/tgR1sMzSXl'"
314,"b'The media was able to get my work schedule, something very easy to do, but it should have been reported as a positi\xe2\x80\xa6 https://t.co/A9Le6wouti'"
315,"b'It was a very bad week for the Democrats, with the GREAT economic numbers, The Virginia disaster and the State of t\xe2\x80\xa6 https://t.co/HVHrleg9LB'"
316,b'I don\xe2\x80\x99t think the Dems on the Border Committee are being allowed by their leaders to make a deal. They are offering\xe2\x80\xa6 https://t.co/x8JfACpo2H'
