,text
1399,"b'As you know, earlier today there was a horrific shooting targeting and killing Jewish Americans at the Tree of Life\xe2\x80\xa6 https://t.co/9iakqCuk0J'"
1400,b'Events in Pittsburgh are far more devastating than originally thought. Spoke with Mayor and Governor to inform them\xe2\x80\xa6 https://t.co/VtWpL4242i'
1401,"b'Watching the events unfolding in Pittsburgh, Pennsylvania. Law enforcement on the scene. People in Squirrel Hill ar\xe2\x80\xa6 https://t.co/blN2QX0beI'"
1402,b'#Walkaway  Walkaway from the Democrat Party movement marches today in D.C. Congratulations to Brandon Straka for st\xe2\x80\xa6 https://t.co/qmFI1oh2VU'
1403,"b'RT @DiamondandSilk: LIVE: President @realdonaldtrump #MAGA rally in Charlotte, NC https://t.co/mi9Nh8TecI'"
1404,"b'Budd and Mark, two great patriots for Congress! https://t.co/xx0cqUf7wj'"
1405,"b'Martha McSally is a great warrior, her opponent a Nancy Pelosi Wacko! https://t.co/QEUdPWDDud'"
1406,"b'RT @GOPChairwoman: .@realDonaldTrump is delivering results for all Americans, and it\xe2\x80\x99s inspiring our future leaders to get involved in the\xe2\x80\xa6'"
1407,b'Thank you Charlie! https://t.co/U2Nt1h7A3X'
1408,b'Good luck Mary! https://t.co/qEBpqS0vli'
1409,b'A big change is coming - don\xe2\x80\x99t want the Dems anymore! https://t.co/O6wp2gjPUY'
1410,b'Trump Thunders at Media for Smearing His Supporters after Bomb Scares https://t.co/Ggdhs9reY3 via @BreitbartNews'
1411,"b'Fantastic evening in Charlotte, North Carolina with great PATRIOTS. Get out and VOTE for @buddforcongress and\xe2\x80\xa6 https://t.co/spTpBEIwXP'"
1412,"b'If you meet every day with optimism \xe2\x80\x93 if you confront every obstacle with determination \xe2\x80\x93 if you refuse to give up,\xe2\x80\xa6 https://t.co/rtdXOVFafv'"
1413,"b'It was my great honor, thank you! https://t.co/U2Nt1hpaVv'"
1414,"b'Whether you are African-American, Hispanic-American or ANY AMERICAN at all \xe2\x80\x93 you have the right to live in a Countr\xe2\x80\xa6 https://t.co/w79h18FFJR'"
1415,"b'It is my great honor to be with so many brilliant, courageous, patriotic, and PROUD AMERICANS. Seeing all of you he\xe2\x80\xa6 https://t.co/jlwbDq6E14'"
1416,"b'I want to applaud the FBI, Secret Service, Department of Justice, the U.S. Attorneys\xe2\x80\x99 Office for the Southern Distr\xe2\x80\xa6 https://t.co/asxruMvuz3'"
1417,b'I would like to begin today\xe2\x80\x99s remarks by providing an update on the packages and devices that have been mailed to h\xe2\x80\xa6 https://t.co/LwGz8ckXRQ'
1418,b'I will be speaking at the Young Black Leadership Summit in 15 minutes where I will address the investigation into the bomb packages.'
1419,"b'Republicans are doing so well in early voting, and at the polls, and now this \xe2\x80\x9cBomb\xe2\x80\x9d stuff happens and the momentum\xe2\x80\xa6 https://t.co/hBykht1zhk'"
1420,"b'Twitter has removed many people from my account and, more importantly, they have seemingly done something that make\xe2\x80\xa6 https://t.co/vCpHUoBjDn'"
1421,b'The United States has been spending Billions of Dollars a year on Illegal Immigration. This will not continue. Demo\xe2\x80\xa6 https://t.co/K11ZLxSTp3'
1422,"b'Funny how lowly rated CNN, and others, can criticize me at will, even blaming me for the current spate of Bombs and\xe2\x80\xa6 https://t.co/a2oBFsdK3x'"
1423,"b'The Service Members who died that day included brave young Marines just out of high school, accomplished officers i\xe2\x80\xa6 https://t.co/PzR5tcZiuf'"
1424,"b'In 1983, roughly 1,800 Marines were in Beirut to keep the peace in a Nation torn apart by Civil War. Terrorists had\xe2\x80\xa6 https://t.co/60voS400fD'"
1425,"b'We are gathered together on this solemn occasion to fulfill our most reverent and sacred duty. 35 years ago, 241 Am\xe2\x80\xa6 https://t.co/fnhreaEqc4'"
1426,b'.@BrucePoliquin from Maine is a great Congressman. He is in a tough fight against a very liberal Nancy Pelosi Democ\xe2\x80\xa6 https://t.co/ecLfsoBePZ'
1427,"b'.@MikeDunleavyGov will make a fantastic Governor of Alaska. Mike is for Energy and Jobs, is tough on Crime, loves o\xe2\x80\xa6 https://t.co/CeXaiLciMw'"
1428,"b'.@LloydSmuckerPA is doing a great job for the people of Pennsylvania. He is strong on the Border, Crime, the Milita\xe2\x80\xa6 https://t.co/OWReKCI72o'"
1429,"b'.@Troy_Balderson of Ohio is doing a great job as your Congressman, already very respected in Washington. Get out an\xe2\x80\xa6 https://t.co/ucVkjtG0qs'"
1430,"b'.@JohnChrin of Pennsylvania is fantastic. He is strong on the Border, Crime, the Military, our Vets and the 2nd Ame\xe2\x80\xa6 https://t.co/LoSsa9OGSf'"
1431,"b'...I agree with their stance 100%, and the United States is likewise taking a very hard line on illegal immigration\xe2\x80\xa6 https://t.co/mq76lhvl2C'"
1432,"b'Just spoke with Prime Minister @GiuseppeConteIT of Italy concerning many subjects, including the fact that Italy is\xe2\x80\xa6 https://t.co/5pMWrh8gtT'"
1433,b'Spoke with French President @EmmanuelMacron this morning. Discussed many topics including the very exciting upcomin\xe2\x80\xa6 https://t.co/lFn5F7V28B'
1434,"b'To those in the Caravan, turnaround, we are not letting people into the United States illegally. Go back to your Co\xe2\x80\xa6 https://t.co/Er8gCUfVYU'"
1435,b'\xe2\x80\x9cRemarks by President Trump on a Year of Historic Progress and Action to Combat the Opioid Crisis\xe2\x80\x9d\xe2\x80\xa6 https://t.co/5bu7hqfC6o'
1436,b'The New York Times has a new Fake Story that now the Russians and Chinese (glad they finally added China) are liste\xe2\x80\xa6 https://t.co/OIxSebqxV0'
1437,b'A very big part of the Anger we see today in our society is caused by the purposely false and inaccurate reporting\xe2\x80\xa6 https://t.co/T6k01IUL62'
1438,b'Brandon Judd of the National Border Patrol Council is right when he says on @foxandfriends that the Democrat inspir\xe2\x80\xa6 https://t.co/VlWSE68YaZ'
1439,b'The so-called experts on Trump over at the New York Times wrote a long and boring article on my cellphone usage tha\xe2\x80\xa6 https://t.co/z298LTTxBB'
1440,"b'Just leaving Wisconsin. @ScottWalker and @LeahVukmir are fantastic people, badly needed for our Country! #MAGA https://t.co/6dLOBO6UQy'"
1441,"b'Just arrived in Wisconsin to help two great people, @ScottWalker and @LeahVukmir! https://t.co/Pu1Yyl5K0G'"
1442,"b'The safety of the American People is my highest priority. I have just concluded a briefing with the FBI, Department\xe2\x80\xa6 https://t.co/aPkVg3oOUU'"
1443,b'I agree wholeheartedly! https://t.co/ndzu0A30vU'
1444,"b'Republicans will totally protect people with Pre-Existing Conditions, Democrats will not! Vote Republican.'"
1445,"b'Brian Kemp will be a GREAT Governor of Georgia. Stacey Abrams will destroy the State. Sooooo important, get out and VOTE for Brian!'"
1446,b'We are a great Sovereign Nation. We have Strong Borders and will never accept people coming into our Country illegally!'
1447,"b'For those who want and advocate for illegal immigration, just take a good look at what has happened to Europe over\xe2\x80\xa6 https://t.co/7E2YNgkXR0'"
1448,b'I agree with President Obama 100%! https://t.co/PI3aW1Zh5Q'
1449,"b'RT @DeptofDefense: Never forgotten!\nOn Oct. 23, 1983, the #Beirut Marine Barracks bombing took the lives of 241 #Marines, #sailors and #sol\xe2\x80\xa6'"
1450,"b'Billions of dollars are, and will be, coming into United States coffers because of Tariffs. Great also for negotiat\xe2\x80\xa6 https://t.co/pcF6LSglR2'"
1451,b'#JobsNotMobs https://t.co/0pWiwCHGbh https://t.co/DsJ82fArcq'
1452,b'https://t.co/6R85sd4LLD'
1453,"b'Congressman John Faso of New York has worked hard and smart. Strong on Crime, Borders and our 2nd Amendment, John i\xe2\x80\xa6 https://t.co/F3iXDgidu6'"
1454,b'The people of Puerto Rico are wonderful but the inept politicians are trying to use the massive and ridiculously hi\xe2\x80\xa6 https://t.co/BMoaXMY7yx'
1455,"b'Jay Webber of New Jersey, running for Congress, is doing a great job against a person who is looking to raise Taxes\xe2\x80\xa6 https://t.co/n0l278558G'"
1456,b'Congressman Erik Paulsen of the Great State of Minnesota has done a fantastic job in cutting Taxes and Job Killing\xe2\x80\xa6 https://t.co/zo2OqMIyNf'
1457,"b'We send our deepest condolences to @RepLouBarletta and the entire Barletta family, on the passing of his brother. L\xe2\x80\xa6 https://t.co/0cPtL7aVNE'"
1458,b'Today\xe2\x80\x99s Democrat Party would rather protect criminal aliens than AMERICAN CITIZENS - which is why the Democrats mus\xe2\x80\xa6 https://t.co/hTJ7JBe6hP'
1459,b'At stake in this Election is whether we continue the extraordinary prosperity we have achieved - or whether we let\xe2\x80\xa6 https://t.co/4CNqzLtQEs'
1460,"b'THANK YOU HOUSTON, TEXAS. Get out and https://t.co/0pWiwCHGbh! #JobsNotMobs https://t.co/JXiFjDFH6R https://t.co/Ebc1JfgUys'"
1461,b'https://t.co/flKQuv9MnX'
1462,"b'Massive crowds inside and outside of the @ToyotaCenter in Houston, Texas. Landing shortly - see everyone soon!\xe2\x80\xa6 https://t.co/ilRcnfqMvl'"
1463,b'Let\xe2\x80\x99s go FLORIDA! https://t.co/0pWiwCq4MH https://t.co/6kaVM1TaiB'
1464,"b'Last day to register to VOTE in Alabama, California, South Dakota and Wyoming! #JobsNotMobs https://t.co/0pWiwCq4MH https://t.co/hmQgqgmbyE'"
1465,"b'WOW - thank you Houston, Texas! I am departing @Andrews_JBA now. See you in a few hours!! #MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/UxZCo19cxT'"
1466,b'....I say of course they\xe2\x80\x99re low - because for the first time in 50 years I am making them pay a big price for doing\xe2\x80\xa6 https://t.co/0gEgvCVWIZ'
1467,"b'The Fake News Media has been talking about recent approval ratings of me by countries around the world, including t\xe2\x80\xa6 https://t.co/icEEpuNNi3'"
1468,b'\xe2\x80\x9cAmerica: the Cleanest Air in the World - BY FAR!\xe2\x80\x9d https://t.co/rMtxHSnof4'
1469,b'\xe2\x80\x9cShock report: US paying more for illegal immigrant births than Trump\xe2\x80\x99s wall\xe2\x80\x9d https://t.co/FX3ljN7kPS'
1470,b'Big Night In Texas!!!!'
1471,"b'Guatemala, Honduras and El Salvador were not able to do the job of stopping people from leaving their country and c\xe2\x80\xa6 https://t.co/8jXIdewhIv'"
1472,"b'Every time you see a Caravan, or people illegally coming, or attempting to come, into our Country illegally, think\xe2\x80\xa6 https://t.co/OdHQF1hinv'"
1473,"b'Sadly, it looks like Mexico\xe2\x80\x99s Police and Military are unable to stop the Caravan heading to the Southern Border of\xe2\x80\xa6 https://t.co/aRmOl6HFMV'"
1474,b'Congressman Tom Reed of New York\xe2\x80\x99s 23rd District has done a great job. He has my complete and total Endorsement!'
1475,"b'Ron @RonDeSantisFL DeSantis had a great debate victory tonight against Andrew Gillum, a mayor who presides over one\xe2\x80\xa6 https://t.co/l5mMojpkku'"
1476,b'Facebook has just stated that they are setting up a system to \xe2\x80\x9cpurge\xe2\x80\x9d themselves of Fake News. Does that mean CNN w\xe2\x80\xa6 https://t.co/pCMqvwSx1Y'
1477,b'Best Jobs Numbers in the history of our great Country! Many other things likewise. So why wouldn\xe2\x80\x99t we win the Midte\xe2\x80\xa6 https://t.co/814lEJIxIf'
1478,b'The Caravans are a disgrace to the Democrat Party. Change the immigration laws NOW!'
1479,b'Full efforts are being made to stop the onslaught of illegal aliens from crossing our Souther Border. People have t\xe2\x80\xa6 https://t.co/0YYUCWvvSH'
1480,"b'Watched North Dakota\xe2\x80\x99s Rep. Kevin Cramer easily win debate with Senator Heidi Heitkamp. Great job Kevin, you will be a great Senator!'"
1481,"b'All levels of government and Law Enforcement are watching carefully for VOTER FRAUD, including during EARLY VOTING.\xe2\x80\xa6 https://t.co/iEI9hFYaI9'"
1482,"b'Beautiful afternoon in Elko, Nevada. Thank you! Get out and VOTE TODAY!! #MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8#JobsNotMobs https://t.co/0pWiwCq4MH https://t.co/AKfGzjrqCM'"
1483,"b'Heading to Nevada to help a man who has become a good friend, Senator Dean Heller. He is all about #MAGA and I need\xe2\x80\xa6 https://t.co/maLTH05ulD'"
1484,"b'Leaving Arizona after a fantastic Rally last night, in Mesa, honoring, and for, Martha @RepMcSally McSally. She is\xe2\x80\xa6 https://t.co/yKukzDYr1i'"
1485,b'Rick Scott is known as easily one of the best Governors in the USA. Florida is setting records in almost every cate\xe2\x80\xa6 https://t.co/lSi7GOw8tD'
1486,"b'Ron @RonDeSantisFL DeSantis is working hard. A great Congressman and top student at Harvard &amp; Yale, Ron will be a r\xe2\x80\xa6 https://t.co/ZdSGPcXrO8'"
1487,b'Get out and Early Vote for Brian Kemp. He will be a GREAT GOVERNOR for the State of Georgia!'
1488,"b'Georgia Secretary of State Brian Kemp will be a great governor. He has been successful at whatever he has done, and\xe2\x80\xa6 https://t.co/qCNorhyoRS'"
1489,"b'If the Democrats would stop being obstructionists and come together, we could write up and agree to new immigration\xe2\x80\xa6 https://t.co/YvPHxEQvSz'"
1490,"b'Beautiful evening in Mesa, Arizona with GREAT PATRIOTS - thank you! https://t.co/0pWiwCq4MH #MAGARally\xf0\x9f\x87\xba\xf0\x9f\x87\xb8replay:\xe2\x80\xa6 https://t.co/tqkwyGphjt'"
1491,"b'This was outside of the massive totally full hangar tonight in Mesa, Arizona! https://t.co/0pWiwCq4MH #MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/7mx98y515I'"
1492,b'On my way - see you all shortly! https://t.co/0pWiwCq4MH https://t.co/ahDmLiwPZi'
1493,"b'WOW - Mesa, Arizona! Look forward to joining everyone soon. Something\xe2\x80\x99s happening!! #MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/z6LNGYoICO'"
1494,b'This is what it is all about for the Republican Party! #JobsNotMobs https://t.co/8OabccPec5'
1495,b'#JobsNotMobs! https://t.co/U1suRW5j6G'
1496,"b'Beto O\xe2\x80\x99Rourke is a total lightweight compared to Ted Cruz, and he comes nowhere near representing the values and de\xe2\x80\xa6 https://t.co/KMVQTfS9Zt'"
1497,b'Secretary of State Mike Pompeo was never given or shown a Transcript or Video of the Saudi Consulate event. FAKE NEWS!'
1498,"b'When referring to the USA, I will always capitalize the word Country!'"
1499,b'Congressman Andy Biggs is doing a great job for Arizona and our Country! https://t.co/V561vXRpzx'
1500,b'#JobsNotMobs!'
1501,b'Jon Tester says one thing to voters and does the EXACT OPPOSITE in Washington. Tester takes his orders form Pelosi\xe2\x80\xa6 https://t.co/zIG4RBscul'
1502,"b'Thank you Missoula, Montana. Get out and VOTE for @MattForMontana and @GregForMontana!! #MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xe2\x80\xa6 https://t.co/MDbBs8QCVW'"
1503,"b'The only thing keeping Tester alive is he has millions and millions of dollars from outside liberals and leftists,\xe2\x80\xa6 https://t.co/6POcl2kvIa'"
1504,"b'Will be landing soon. Looking forward to seeing our next Senator from Montana, Matt Rosendale. He will represent ou\xe2\x80\xa6 https://t.co/Nek1RM5sax'"
1505,b'Prime Minister @AbeShinzo of Japan has been working with me to help balance out the one-sided Trade with Japan. The\xe2\x80\xa6 https://t.co/mYUPtOXz8D'
1506,"b'Thank you Mexico, we look forward to working with you! https://t.co/wf7sE0DHFT'"
1507,b'Look forward to being there. Something\xe2\x80\x99s happening! #MAGA https://t.co/Cev7giQexE'
1508,"b'Can you believe this, and what Democrats are allowing to be done to our Country? https://t.co/4aDpASkjIU'"
1509,"b'All Republicans support people with pre-existing conditions, and if they don\xe2\x80\x99t, they will after I speak to them. I\xe2\x80\xa6 https://t.co/GBuuU8Itk8'"
1510,"b'See you tonight Missoula, Montana! #MAGARally\xf0\x9f\x87\xba\xf0\x9f\x87\xb8https://t.co/2HZ66y4BS7'"
1511,b'.@StateDept @SecPompeo outside of the West Wing after our meeting this morning in the Oval Office... https://t.co/4GrmMdOhS1'
1512,"b'...the Crown Prince. He is waiting for the results of the investigations being done by the Saudis and Turkey, and j\xe2\x80\xa6 https://t.co/gukCKbsQiB'"
1513,b'Secretary of State Mike Pompeo returned last night from Saudi Arabia and Turkey. I met with him this morning wherei\xe2\x80\xa6 https://t.co/G0P6FCjzNG'
1514,"b'Congressman @DaveBratVA7th is one of the hardest working, and smartest, people in Washington. He is strong on the B\xe2\x80\xa6 https://t.co/FiaNZZf9P2'"
1515,"b'....The assault on our country at our Southern Border, including the Criminal elements and DRUGS pouring in, is far\xe2\x80\xa6 https://t.co/WkbgwXrU2e'"
1516,"b'....In addition to stopping all payments to these countries, which seem to have almost no control over their popula\xe2\x80\xa6 https://t.co/px71Ey5ENX'"
1517,b'I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country\xe2\x80\xa6 https://t.co/YD90bcQGUD'
1518,"b'Ever since his vicious and totally false statements about Admiral Ron Jackson, the highly respected White House Doc\xe2\x80\xa6 https://t.co/EKcBAZxUA5'"
1519,"b'This afternoon, it was my great honor to present @USMC Sergeant Major John Canley the Medal of Honor in the East Ro\xe2\x80\xa6 https://t.co/dUui8X4obD'"
1520,b'RT @USMC: LIVE from the White House: Sgt. Maj. John Canley becomes the 300th Marine to receive the Medal of Honor. https://t.co/sD93rrqaoZ'
1521,b'Congressman Neal Dunn (@DunnCampaign) of Florida has done an outstanding job at everything having to do with #MAGA.\xe2\x80\xa6 https://t.co/jH1qh0yo9h'
1522,"b'College educated women want safety, security and healthcare protections \xe2\x80\x93 very much along with financial and econom\xe2\x80\xa6 https://t.co/QNHxB9gu5w'"
1523,b'https://t.co/mNkDYgu5sr'
1524,b'https://t.co/MadlgNheSe'
1525,b'https://t.co/CMxxW2fEDq'
1526,b'https://t.co/afqHydsMB5'
1527,b'\xe2\x80\x9cPresident Donald J. Trump is Following Through on His Promise to Cut Burdensome Red Tape and Unleash the American\xe2\x80\xa6 https://t.co/n51RTqr63j'
1528,b'RT @GOP: You can cast your ballot before Election Day in:\n\xe2\x9e\xa1\xef\xb8\x8fKS\n\xe2\x9e\xa1\xef\xb8\x8fNC\n\xe2\x9e\xa1\xef\xb8\x8fTN\nGet out and vote \xe2\x9e\xa1\xef\xb8\x8f https://t.co/YIO9A13Uio https://t.co/bxkCMApisn'
1529,b'RT @GOP: TODAY is the LAST day to register to vote in Massachusetts and Wisconsin!\nRegister today \xe2\x9e\xa1\xef\xb8\x8f https://t.co/CZsNCAAomd https://t.co/3\xe2\x80\xa6'
1530,"b'Republicans must make the horrendous, weak and outdated immigration laws, and the Border, a part of the Midterms!'"
1531,"b'Hard to believe that with thousands of people from South of the Border, walking unimpeded toward our country in the\xe2\x80\xa6 https://t.co/jsMSFMVfnJ'"
1532,b'\xe2\x80\x9cNetwork News gave Zero coverage to the Big Day the Stock Market had yesterday.\xe2\x80\x9d @foxandfriends'
1533,b'August job openings hit a record 7.14 million. Congratulations USA!'
1534,b'AP headline was very different from my quote and meaning in the story. They just can\xe2\x80\x99t help themselves. FAKE NEWS!'
1535,"b'Ted Cruz has done so much for Texas, including massive cuts in taxes and regulations - which has brought Texas to t\xe2\x80\xa6 https://t.co/SCI2SJDAKa'"
1536,"b'Watched the debate last night &amp; Beto O\xe2\x80\x99Rourke, who wants higher taxes and far more regulations, is not in the same\xe2\x80\xa6 https://t.co/UQ0Dgs8kc3'"
1537,b'\xe2\x80\x9cTrump could be the most honest president in modern history. When you look at the real barometer of presidential tr\xe2\x80\xa6 https://t.co/uU1sR8gLon'
1538,"b'Stock Market up 548 points today. Also, GREAT jobs numbers!'"
1539,"b'Elizabeth Warren is being hammered, even by the Left. Her false claim of Indian heritage is only selling to VERY LOW I.Q. individuals!'"
1540,"b'Anybody entering the United States illegally will be arrested and detained, prior to being sent back to their country!'"
1541,"b'We have today informed the countries of Honduras, Guatemala and El Salvador that if they allow their citizens, or o\xe2\x80\xa6 https://t.co/xtZvdJYPhB'"
1542,"b'I will be interviewed tonight by Trish Regan on @FoxBusiness at 8:00 P.M., right after the great Lou Dobbs!'"
1543,"b""RT @FoxBusiness: TONIGHT: @POTUS talks 2020 election in an exclusive interview with @trish_regan. Don't miss the full interview on 'Trish R\xe2\x80\xa6"""
1544,"b'WOW, John James is making headway in Michigan. We are bringing jobs back to the State, and the People of Michigan a\xe2\x80\xa6 https://t.co/alkVRkgPkb'"
1545,"b'...during the call, and told me that he has already started, and will rapidly expand, a full and complete investiga\xe2\x80\xa6 https://t.co/P4dcRYfGmP'"
1546,b'Just spoke with the Crown Prince of Saudi Arabia who totally denied any knowledge of what took place in their Turki\xe2\x80\xa6 https://t.co/d26Etc37Q1'
1547,b'REGISTER TO https://t.co/0pWiwCHGbh! #MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/ACTMe53TZU'
1548,b'RT @WhiteHouse: https://t.co/RNqLpOtS3O'
1549,"b'Is it really possible that Bruce Ohr, whose wife Nellie was paid by Simpson and GPS Fusion for work done on the Fak\xe2\x80\xa6 https://t.co/QviBh0tnou'"
1550,b'\xe2\x80\x9cConflict between Glen Simpson\xe2\x80\x99s testimony to another House Panel about his contact with Justice Department officia\xe2\x80\xa6 https://t.co/PoNa9GaiAr'
1551,b'\xe2\x80\x9cFederal Judge throws out Stormy Danials lawsuit versus Trump. Trump is entitled to full legal fees.\xe2\x80\x9d @FoxNews Grea\xe2\x80\xa6 https://t.co/PkrqjqPf6y'
1552,"b'Incredible number just out, 7,036,000 job openings. Astonishing - it\xe2\x80\x99s all working! Stock Market up big on tremendo\xe2\x80\xa6 https://t.co/S5OTMBWObn'"
1553,"b'For the record, I have no financial interests in Saudi Arabia (or Russia, for that matter). Any suggestion that I h\xe2\x80\xa6 https://t.co/O5uI7mY3pQ'"
1554,b'\xe2\x80\x9c8X more new manufacturing jobs now than with Obama.\xe2\x80\x9d @FoxNews  @cvpayne'
1555,b'The United States has strongly informed the President of Honduras that if the large Caravan of people heading to th\xe2\x80\xa6 https://t.co/2m5jEZroOD'
1556,"b'\xe2\x80\x9cOp-Ed praises Trump Administrations efforts at the Border.\xe2\x80\x9d @FoxNews  The  Washington Examiner States, \xe2\x80\x9cFinally, t\xe2\x80\xa6 https://t.co/XPdA865LiQ'"
1557,"b'Thank you to the Cherokee Nation for revealing that Elizabeth Warren, sometimes referred to as Pocahontas, is a complete and total Fraud!'"
1558,"b'Now that her claims of being of Indian heritage have turned out to be a scam and a lie, Elizabeth Warren should apo\xe2\x80\xa6 https://t.co/OvqW41zZj2'"
1559,"b'Pocahontas (the bad version), sometimes referred to as Elizabeth Warren, is getting slammed. She took a bogus DNA t\xe2\x80\xa6 https://t.co/E50urWurZd'"
1560,"b'TOGETHER, WE WILL PREVAIL! https://t.co/C1TLMVkDmt'"
1561,b'Open enrollment starts today on lower-priced Medicare Advantage plans so loved by our great seniors. Crazy Bernie a\xe2\x80\xa6 https://t.co/iZyA93UiVX'
1562,"b'RT @WhiteHouse: Thank you to the law enforcement, first responders, and state, local, and Federal officials who are helping in recovery eff\xe2\x80\xa6'"
1563,"b'RT @WhiteHouse: ""First responders, @fema, the job they\'ve done is incredible,"" President @realDonaldTrump said as he toured damage from #Hu\xe2\x80\xa6'"
1564,b'Just arrived in Florida. Also thinking about our GREAT Alabama farmers and our many friends in North and South Caro\xe2\x80\xa6 https://t.co/yJ7YKqClFn'
1565,b'On our way to Florida and Georgia!'
1566,b'Just spoke to the King of Saudi Arabia who denies any knowledge of whatever may have happened \xe2\x80\x9cto our Saudi Arabian\xe2\x80\xa6 https://t.co/sk2TDkyiwF'
1567,"b'Will be leaving for Florida and Georgia with the First Lady to tour the hurricane damage and visit with FEMA, First\xe2\x80\xa6 https://t.co/6xMxJqHjOU'"
1568,"b'The crowds at my Rallies are far bigger than they have ever been before, including the 2016 election. Never an empt\xe2\x80\xa6 https://t.co/lZC4uzQyk7'"
1569,b'\xe2\x80\x9cThe only way to shut down the Democrats new Mob Rule strategy is to stop them cold at the Ballot Box. The fight fo\xe2\x80\xa6 https://t.co/lWY2NSQbg6'
1570,"b'RT @realDonaldTrump: I will be interviewed on \xe2\x80\x9c60 Minutes\xe2\x80\x9d tonight at 7:00 P.M., after NFL game. Enjoy!'"
1571,b'Thank you to NBC for the correction! https://t.co/L2mX3vREOl'
1572,b'Thank you! https://t.co/CrExOML9Mi'
1573,"b'I will be interviewed on \xe2\x80\x9c60 Minutes\xe2\x80\x9d tonight at 7:00 P.M., after NFL game. Enjoy!'"
1574,"b'Princess Eugenie of York was a truly beautiful bride yesterday. She has been through so much, and has come out a total winner!'"
1575,b'NBC News has totally and purposely changed the point and  meaning of my story about General Robert E Lee and Genera\xe2\x80\xa6 https://t.co/SG1khGsORo'
1576,"b'Congratulations to Tucker Carlson on the great success of his book, \xe2\x80\x9cShip of Fools.\xe2\x80\x9d It just went to NUMBER ONE!'"
1577,"b'Big day! Pastor Andrew Brunson, who could have spent 35 years in a Turkish prison, was returned safely home to his\xe2\x80\xa6 https://t.co/Ot4N28DFoe'"
1578,b'Thank you Kentucky! #MAGA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nhttps://t.co/iCUqrQ91gF https://t.co/xwsa1S2dIU'
1579,"b'On my way to Richmond, Kentucky for a MAKE AMERICA GREAT AGAIN rally at 7:00pmE. The crowds are once again, massive\xe2\x80\xa6 https://t.co/Jx7NFLlBcw'"
1580,b'WELCOME HOME PASTOR ANDREW BRUNSON! https://t.co/HijeAGU1gy'
1581,b'https://t.co/uIaENHQoPK'
1582,"b'Heading to the Great State of Kentucky - Big Rally for Congressman Andy Barr - Fantastic guy, need his vote for MAG\xe2\x80\xa6 https://t.co/lij3Xifvbf'"
1583,b'Highly respected Congressman Keith Rothfus (R) of Pennsylvania is in the fight of his life because the Dems changed\xe2\x80\xa6 https://t.co/BBhPq05XoC'
1584,b'\xe2\x80\x9cFrom a Turkish prison to the White House in 24 hours.\xe2\x80\x9d  Kristin Fisher of @FoxNews   Very cool!'
1585,b'There was NO DEAL made with Turkey for the release and return of Pastor Andrew Brunson. I don\xe2\x80\x99t make deals for host\xe2\x80\xa6 https://t.co/igiQXPfKSv'
1586,"b'Pastor Andrew Brunson, released by Turkey, will be with me in the Oval Office at 2:30 P.M. (this afternoon). It wil\xe2\x80\xa6 https://t.co/j4x6lohKsr'"
1587,b'Happy 243rd Birthday to our GREAT @USNavy! #243NavyBday https://t.co/m1YtoKSHFw'
1588,"b'RT @realDonaldTrump: Don\xe2\x80\x99t miss our GREAT @FLOTUS, Melania, on @ABC @ABC2020 tonight at 10pmE. Enjoy!'"
1589,"b'Beautiful MAKE AMERICA GREAT AGAIN rally in Lebanon, Ohio. Thank you! #ICYMI, watch here: https://t.co/UGQAmARPKR https://t.co/6nsoV8yTx3'"
1590,"b'The GREAT football (and lacrosse) player, Jim Brown outside the West Wing of the @WhiteHouse. He is also a tremendo\xe2\x80\xa6 https://t.co/p7FLWOAg68'"
1591,b'https://t.co/HHTwwbuKa2'
1592,b'RT @WhiteHouse: https://t.co/IqLBKtgNEf'
1593,b'Happy #NationalFarmersDay! With the recent #USMCA our GREAT FARMERS will do better than ever before!! https://t.co/PMS4z2EScY'
1594,"b'Don\xe2\x80\x99t miss our GREAT @FLOTUS, Melania, on @ABC @ABC2020 tonight at 10pmE. Enjoy!'"
1595,b'People have no idea how hard Hurricane Michael has hit the great state of Georgia. I will be visiting both Florida\xe2\x80\xa6 https://t.co/YoYRIV22Ji'
1596,"b'PROMISES MADE, PROMISES KEPT! https://t.co/2lk8Fjspe4'"
1597,b'REGISTER TO VOTE! https://t.co/0pWiwCHGbh https://t.co/EOCLoJJ24B'
1598,b'PASTOR BRUNSON JUST RELEASED. WILL BE HOME SOON!'
1599,"b'My thoughts and prayers are with Pastor Brunson, and we hope to have him safely back home soon!'"
1600,"b'So nice, everyone wants Ivanka Trump to be the new United Nations Ambassador. She would be incredible, but I can al\xe2\x80\xa6 https://t.co/Dab4lBqUNq'"
1601,b'Working very hard on Pastor Brunson!'
1602,"b'RT @FLGuard: There are serious communication issues in the Panhandle after #HurricaneMichael. If you are worried about someone, visit https\xe2\x80\xa6'"
